no_plate,color,company_name,model_year,vehicle_type,date_stolen,district_name,No_Police_Areas,month,vehicle_age
3566Z,GREY,HOMEBUILT,2001,TRAILER,2023-10-17,Waitemata,3,October,23
F662R,WHITE,HOMEBUILT,2005,TRAILER,2023-10-17,Waitemata,3,October,19
CMF648,WHITE,MAZDA,2005,UTILITY TRUCK,2023-10-17,Waitemata,3,October,19
B6TGG,GREEN,KAWASAKI,2008,MOTORCYCLE,2023-10-17,Waitemata,3,October,16
AEC284,GREEN,NISSAN,1994,CAR,2023-10-17,Waitemata,3,October,30
KSR267,BLACK,BMW,2007,CAR,2023-10-18,Waitemata,3,October,17
5A173,BLACK,HOMEBUILT,2016,TRAILER,2023-10-18,Waitemata,3,October,8
6D815,SILVER,ROADCHIEF,2017,TRAILER,2023-10-18,Waitemata,3,October,7
ENM798,BLUE,HOLDEN,2008,CAR,2023-10-18,Waitemata,3,October,16
FTS904,SILVER,SUBARU,2004,CAR,2023-10-19,Waitemata,3,October,20
AZL251,BLUE,TOYOTA,1997,CAR,2023-10-19,Waitemata,3,October,27
JDD643,WHITE,NISSAN,2008,UTILITY TRUCK,2023-10-19,Waitemata,3,October,16
NDB118,WHITE,NISSAN,1994,UTILITY TRUCK,2023-10-19,Waitemata,3,October,30
GTC407,WHITE,VOLKSWAGEN,2006,CAR,2023-10-20,Waitemata,3,October,18
NDU987,WHITE,TOYOTA,2007,CAR,2023-10-20,Waitemata,3,October,17
T41NTD,BLACK,NISSAN,2018,UTILITY TRUCK,2023-10-22,Waitemata,3,October,6
JAE17,BROWN,MAZDA,2006,CAR,2023-10-22,Waitemata,3,October,18
KCN271,SILVER,TOYOTA,1995,CAR,2023-10-23,Waitemata,3,October,29
AMJ694,GREEN,TOYOTA,1995,UTILITY TRUCK,2023-10-24,Waitemata,3,October,29
LBK523,SILVER,TOYOTA,2011,VAN,2023-10-24,Waitemata,3,October,13
PZU587,BLUE,FORD,2007,CAR,2023-10-25,Waitemata,3,October,17
H9519,SILVER,PINTO,1990,TRAILER,2023-10-25,Waitemata,3,October,34
KHN324,WHITE,TOYOTA,2004,CAR,2023-10-26,Waitemata,3,October,20
4Z448,SILVER,BRIFORD,2016,TRAILER,2023-10-26,Waitemata,3,October,8
GRT254,PURPLE,LEXUS,2005,CAR,2023-10-27,Waitemata,3,October,19
LLS900,GOLD,NISSAN,2005,CAR,2023-10-27,Waitemata,3,October,19
B8KSH,BLACK,TGB,2017,MOTORCYCLE,2023-10-27,Waitemata,3,October,7
2B250,SILVER,VULCAN,2015,TRAILER,2023-10-27,Waitemata,3,October,9
B357Z,GREY,HOMEBUILT,2003,TRAILER,2023-10-27,Waitemata,3,October,21
KTR838,BLUE,MITSUBISHI,2017,CAR,2023-10-28,Waitemata,3,October,7
LKJ376,GREY,MAZDA,2007,CAR,2023-10-28,Waitemata,3,October,17
LRW712,SILVER,NISSAN,2008,CAR,2023-10-28,Waitemata,3,October,16
LCM413,BLUE,MAZDA,2004,CAR,2023-10-29,Waitemata,3,October,20
C9JKK,BLACK,CFMOTO,2021,MOTORCYCLE,2023-10-29,Waitemata,3,October,3
2P578,SILVER,HOMEBUILT,2015,TRAILER,2023-10-30,Waitemata,3,October,9
DBK563,BLUE,NISSAN,2005,CAR,2023-10-30,Waitemata,3,October,19
EHC118,BLUE,MITSUBISHI,1994,UTILITY TRUCK,2023-10-30,Waitemata,3,October,30
QEL655,WHITE,TOYOTA,2011,VAN,2023-10-30,Waitemata,3,October,13
JMB851,SILVER,MERCEDES-BENZ,2005,CAR,2023-10-30,Waitemata,3,October,19
GZY878,BLUE,HONDA,2004,CAR,2023-10-31,Waitemata,3,October,20
624F9,GREY,KEA,2015,TRAILER,2023-10-31,Waitemata,3,October,9
NFJ521,BLACK,TOYOTA,2007,CAR,2023-10-31,Waitemata,3,October,17
4C811,SILVER,HOMEBUILT,2016,TRAILER,2023-10-31,Waitemata,3,October,8
MBJ151,WHITE,DODGE,2011,CAR,2023-11-01,Waitemata,3,November,13
AGP105,GREEN,MITSUBISHI,2001,CAR,2023-11-01,Waitemata,3,November,23
UD3269,GREEN,TOYOTA,1996,CAR,2023-11-01,Waitemata,3,November,28
NQP11,BLACK,NISSAN,2008,CAR,2023-11-01,Waitemata,3,November,16
R257W,SILVER,HOMEBUILT,2011,TRAILER,2023-11-01,Waitemata,3,November,13
A4CYE,BLACK,SYM,2010,MOTORCYCLE,2023-11-02,Waitemata,3,November,14
HWD983,BLACK,SUZUKI,2005,CAR,2023-11-02,Waitemata,3,November,19
PST281,GOLD,FORD,2003,CAR,2023-11-03,Waitemata,3,November,21
FYT818,GOLD,HONDA,2002,CAR,2023-11-03,Waitemata,3,November,22
PJE875,WHITE,TOYOTA,2017,CAR,2023-11-03,Waitemata,3,November,7
ECS569,SILVER,HYUNDAI,2007,CAR,2023-11-03,Waitemata,3,November,17
GCJ81,GREY,PORSCHE,2007,CAR,2023-11-03,Waitemata,3,November,17
XY8026,GREY,TOYOTA,1992,CAR,2023-11-03,Waitemata,3,November,32
41L90,SILVER,VULCAN,2019,TRAILER,2023-11-04,Waitemata,3,November,5
41L90,SILVER,VULCAN,2019,TRAILER,2023-11-04,Waitemata,3,November,5
C5SCD,RED,HONDA,2012,MOTORCYCLE,2023-11-04,Waitemata,3,November,12
LCJ983,WHITE,TOYOTA,2004,UTILITY TRUCK,2023-11-05,Waitemata,3,November,20
HLF634,BLACK,HONDA,2005,CAR,2023-11-05,Waitemata,3,November,19
ZT3356,BLUE,HOLDEN,2000,CAR,2023-11-05,Waitemata,3,November,24
PU8047,SILVER,TOYOTA,1991,UTILITY TRUCK,2023-11-06,Waitemata,3,November,33
JZS13,RED,HOLDEN,2016,CAR,2023-11-06,Waitemata,3,November,8
LTP905,SILVER,NISSAN,2005,CAR,2023-11-06,Waitemata,3,November,19
BCE957,SILVER,TOYOTA,2003,CAR,2023-11-06,Waitemata,3,November,21
4Q608,GREY,TRAI-LITE,2016,TRAILER,2023-11-07,Waitemata,3,November,8
471Y7,SILVER,HOMEBUILT,2022,TRAILER,2023-11-07,Waitemata,3,November,2
AYJ101,WHITE,TOYOTA,1996,CAR,2023-11-07,Waitemata,3,November,28
DSC347,WHITE,TOYOTA,1998,CAR,2023-11-08,Waitemata,3,November,26
C3TWD,WHITE,HUSQVARNA,2023,MOTORCYCLE,2023-11-08,Waitemata,3,November,1
64YZL,BLUE,YAMAHA,2007,MOTORCYCLE,2023-11-08,Waitemata,3,November,17
FLQ277,SILVER,HONDA,2001,CAR,2023-11-09,Waitemata,3,November,23
G617S,GREY,HOMEBUILT,2006,TRAILER,2023-11-09,Waitemata,3,November,18
182P3,SILVER,HOMEBUILT,2021,TRAILER,2023-11-09,Waitemata,3,November,3
CDS593,WHITE,TOYOTA,2004,UTILITY TRUCK,2023-11-10,Waitemata,3,November,20
DSH624,BLACK,HOLDEN,2007,CAR,2023-11-11,Waitemata,3,November,17
HQZ917,BLACK,VOLKSWAGEN,2010,CAR,2023-11-11,Waitemata,3,November,14
CDH469,GREEN,TOYOTA,1993,CAR,2023-11-12,Waitemata,3,November,31
M516R,CREAM,BAILEY,2008,CAMPER,2023-11-12,Waitemata,3,November,16
OG7848,WHITE,MITSUBISHI,1989,VAN,2023-11-12,Waitemata,3,November,35
294A5,GREY,HOMEBUILT,2022,TRAILER,2023-11-12,Waitemata,3,November,2
CNM607,RED,FORD,2005,UTILITY TRUCK,2023-11-12,Waitemata,3,November,19
JDA602,WHITE,MERCEDES-BENZ,2015,CAR,2023-11-14,Waitemata,3,November,9
Y585T,SILVER,HOMEBUILT,2014,TRAILER,2023-11-14,Waitemata,3,November,10
LD6552,GOLD,HOLDEN,1983,CAR,2023-11-14,Waitemata,3,November,41
FAZ247,RED,FORD,2009,CAR,2023-11-14,Waitemata,3,November,15
4Q169,SILVER,BRIFORD,2016,TRAILER,2023-11-14,Waitemata,3,November,8
CKU332,SILVER,MAZDA,2000,CAR,2023-11-15,Waitemata,3,November,24
44G93,GREY,FACTORY BUILT,2019,TRAILER,2023-11-15,Waitemata,3,November,5
HNN867,GREY,MAZDA,2005,CAR,2023-11-16,Waitemata,3,November,19
DJN512,GREY,FORD,2006,UTILITY TRUCK,2023-11-17,Waitemata,3,November,18
4.11E+06,SILVER,TITAN,2022,TRAILER,2023-11-17,Waitemata,3,November,2
23J10,SILVER,HOMEBUILT,2018,TRAILER,2023-11-17,Waitemata,3,November,6
411E4,SILVER,TITAN,2022,TRAILER,2023-11-17,Waitemata,3,November,2
W705H,WHITE,ABBEY,1999,CAMPER,2023-11-18,Waitemata,3,November,25
MKM940,WHITE,TOYOTA,2014,CAR,2023-11-20,Waitemata,3,November,10
GJS588,BLUE,VOLVO,2008,CAR,2023-11-20,Waitemata,3,November,16
FGD187,BLUE,NISSAN,2006,CAR,2023-11-20,Waitemata,3,November,18
5M887,SILVER,CUSTOMBUILT,2016,TRAILER,2023-11-21,Waitemata,3,November,8
3B175,SILVER,REID,2015,TRAILER,2023-11-21,Waitemata,3,November,9
NPD455,SILVER,MITSUBISHI,2007,CAR,2023-11-21,Waitemata,3,November,17
TX2735,GOLD,TOYOTA,1996,CAR,2023-11-22,Waitemata,3,November,28
ARC797,BLUE,MITSUBISHI,2002,CAR,2023-11-22,Waitemata,3,November,22
82W30,SILVER,HOMEBUILT,2021,TRAILER,2023-11-23,Waitemata,3,November,3
86USD,BLUE,TRIUMPH,1979,MOTORCYCLE,2023-11-23,Waitemata,3,November,45
MFL565,WHITE,SUBARU,1996,CAR,2023-11-24,Waitemata,3,November,28
HRD670,BLACK,NISSAN,1992,CAR,2023-11-24,Waitemata,3,November,32
FMK685,SILVER,TOYOTA,2004,CAR,2023-11-24,Waitemata,3,November,20
2G331,GREY,HOMEBUILT,2011,TRAILER,2023-11-25,Waitemata,3,November,13
CEZ480,WHITE,NISSAN,1997,UTILITY TRUCK,2023-11-25,Waitemata,3,November,27
C7ETZ,BLACK,FACTORY BUILT,2009,MOTORCYCLE,2023-11-26,Waitemata,3,November,15
QFA880,BLUE,MAZDA,2002,UTILITY TRUCK,2023-11-26,Waitemata,3,November,22
WD4730,GREEN,NISSAN,1997,CAR,2023-11-27,Waitemata,3,November,27
GV2172,BLACK,MAZDA,2007,CAR,2023-11-27,Waitemata,3,November,17
PYA371,SILVER,NISSAN,2005,CAR,2023-11-27,Waitemata,3,November,19
QDN896,BLUE,VOLKSWAGEN,2017,CAR,2023-11-28,Waitemata,3,November,7
DHK931,BLACK,PEUGEOT,2006,CAR,2023-11-28,Waitemata,3,November,18
0ASR,WHITE,MAZDA,2017,UTILITY TRUCK,2023-11-28,Waitemata,3,November,7
Z127R,SILVER,HOMEBUILT,2014,TRAILER,2023-11-28,Waitemata,3,November,10
HTY42,WHITE,SUZUKI,2007,CAR,2023-11-29,Waitemata,3,November,17
MRP850,BLUE,TOYOTA,2006,CAR,2023-11-30,Waitemata,3,November,18
DKD317,WHITE,TOYOTA,1995,VAN,2023-11-30,Waitemata,3,November,29
KPT942,SILVER,TOYOTA,2012,CAR,2023-12-01,Waitemata,3,December,12
QCR391,GREEN,TOYOTA,2004,UTILITY TRUCK,2023-12-02,Waitemata,3,December,20
LCJ235,SILVER,TOYOTA,2006,CAR,2023-12-03,Waitemata,3,December,18
DAZ210,SILVER,TOYOTA,2005,UTILITY TRUCK,2023-12-04,Waitemata,3,December,19
LYM721,BLUE,HOLDEN,2001,UTILITY TRUCK,2023-12-04,Waitemata,3,December,23
41UIK,WHITE,YAMAHA,1987,MOTORCYCLE,2023-12-04,Waitemata,3,December,37
HJR90,SILVER,NISSAN,2007,CAR,2023-12-05,Waitemata,3,December,17
611J8,SILVER,BRIFORD,2023,TRAILER,2023-12-05,Waitemata,3,December,1
125I,SILVER,REID,1998,TRAILER,2023-12-06,Waitemata,3,December,26
HLC974,BLUE,NISSAN,2005,CAR,2023-12-06,Waitemata,3,December,19
MLZ27,WHITE,TOYOTA,2014,CAR,2023-12-06,Waitemata,3,December,10
MMW703,GREEN,MAZDA,2002,CAR,2023-12-07,Waitemata,3,December,22
1B266,SILVER,HOMEBUILT,2014,TRAILER,2023-12-08,Waitemata,3,December,10
211Q9,GREY,HOMEBUILT,2021,TRAILER,2023-12-08,Waitemata,3,December,3
KBA835,SILVER,NISSAN,2006,CAR,2023-12-08,Waitemata,3,December,18
PTF305,BLUE,SUBARU,2001,CAR,2023-12-09,Waitemata,3,December,23
EHS165,GREEN,MITSUBISHI,2006,UTILITY TRUCK,2023-12-10,Waitemata,3,December,18
PCN410,WHITE,AUDI,2010,CAR,2023-12-11,Waitemata,3,December,14
CCS277,WHITE,FORD,2004,CAR,2023-12-12,Waitemata,3,December,20
LYF719,SILVER,NISSAN,2010,CAR,2023-12-12,Waitemata,3,December,14
AWR101,GREY,NISSAN,1992,CAR,2023-12-12,Waitemata,3,December,32
11G60,SILVER,BRIFORD,2018,TRAILER,2023-12-12,Waitemata,3,December,6
41G54,SILVER,HOMEBUILT,1980,TRAILER,2023-12-12,Waitemata,3,December,44
LBF579,SILVER,NISSAN,2013,CAR,2023-12-13,Waitemata,3,December,11
KAT202,BLUE,TOYOTA,2004,CAR,2023-12-14,Waitemata,3,December,20
UI1432,BLUE,MITSUBISHI,1986,UTILITY TRUCK,2023-12-14,Waitemata,3,December,38
UO4976,WHITE,HINO,1996,UTILITY TRUCK,2023-12-15,Waitemata,3,December,28
MKE466,SILVER,TOYOTA,2014,CAR,2023-12-15,Waitemata,3,December,10
PTJ898,BROWN,MERCEDES-BENZ,2012,CAR,2023-12-16,Waitemata,3,December,12
B4PSU,BLACK,HONDA,2018,MOTORCYCLE,2023-12-16,Waitemata,3,December,6
A7LLT,BLACK,YAMAHA,2005,MOTORCYCLE,2023-12-16,Waitemata,3,December,19
B7UFL,BLACK,TNT MOTOR,2017,MOTORCYCLE,2023-12-17,Waitemata,3,December,7
EFT909,RED,HOLDEN,2003,CAR,2023-12-17,Waitemata,3,December,21
PEZ103,BLUE,SUBARU,2011,CAR,2023-12-17,Waitemata,3,December,13
KTP616,BLACK,VOLKSWAGEN,2015,CAR,2023-12-17,Waitemata,3,December,9
QCJ430,SILVER,TOYOTA,1996,CAR,2023-12-17,Waitemata,3,December,28
2.90E+56,SILVER,HOMEBUILT,2019,TRAILER,2023-12-19,Waitemata,3,December,5
29E55,SILVER,HOMEBUILT,2019,TRAILER,2023-12-19,Waitemata,3,December,5
B7FKL,BLUE,SUZUKI,2000,MOTORCYCLE,2023-12-20,Waitemata,3,December,24
324T1,BLACK,HOMEBUILT,2016,TRAILER,2023-12-21,Waitemata,3,December,8
DSB102,BLUE,TOYOTA,1997,CAR,2023-12-22,Waitemata,3,December,27
B1DAP,BLACK,HONDA,2001,MOTORCYCLE,2023-12-22,Waitemata,3,December,23
9T619,GREY,REID,1966,TRAILER,2023-12-22,Waitemata,3,December,58
NMS347,BLACK,HONDA,2008,CAR,2023-12-22,Waitemata,3,December,16
JDY537,GREY,NISSAN,2007,CAR,2023-12-23,Waitemata,3,December,17
AQH747,BLUE,MAZDA,1999,CAR,2023-12-23,Waitemata,3,December,25
LFU145,SILVER,TOYOTA,2002,CAR,2023-12-24,Waitemata,3,December,22
NUM957,BLACK,SUZUKI,2008,CAR,2023-12-24,Waitemata,3,December,16
LZS3,GREY,VOLKSWAGEN,2023,UTILITY TRUCK,2023-12-24,Waitemata,3,December,1
EHK318,SILVER,NISSAN,1999,CAR,2023-12-24,Waitemata,3,December,25
PRU7,WHITE,NISSAN,2010,CAR,2023-12-26,Waitemata,3,December,14
QJF718,RED,HOLDEN,2016,CAR,2023-12-27,Waitemata,3,December,8
LQT539,RED,MAZDA,2006,CAR,2023-12-28,Waitemata,3,December,18
D607B,SILVER,HOMEBUILT,2004,TRAILER,2023-12-28,Waitemata,3,December,20
NMG145,BLACK,MERCEDES-BENZ,2018,CAR,2023-12-29,Waitemata,3,December,6
AHT184,SILVER,NISSAN,2001,UTILITY TRUCK,2023-12-30,Waitemata,3,December,23
DHP996,GOLD,TOYOTA,1995,VAN,2023-12-31,Waitemata,3,December,29
HLA880,BLUE,MAZDA,2005,CAR,2023-12-31,Waitemata,3,December,19
A7FUB,BLACK,SUZUKI,2011,MOTORCYCLE,2024-01-01,Waitemata,3,January,13
WSTEES,WHITE,NISSAN,2005,VAN,2024-01-01,Waitemata,3,January,19
LAB712,WHITE,TOYOTA,2017,VAN,2024-01-03,Waitemata,3,January,7
QHU758,BLACK,MAZDA,2006,CAR,2024-01-04,Waitemata,3,January,18
CTE598,BLUE,HOLDEN,2005,UTILITY TRUCK,2024-01-05,Waitemata,3,January,19
AAN200,GREEN,NISSAN,1996,CAR,2024-01-05,Waitemata,3,January,28
BJE721,GREEN,JEEP,1995,CAR,2024-01-05,Waitemata,3,January,29
JPG68,BLUE,MAZDA,2008,CAR,2024-01-06,Waitemata,3,January,16
JQD625,SILVER,NISSAN,2011,CAR,2024-01-06,Waitemata,3,January,13
LER372,SILVER,MITSUBISHI,1994,UTILITY TRUCK,2024-01-06,Waitemata,3,January,30
83F49,SILVER,HOMEBUILT,2021,TRAILER,2024-01-06,Waitemata,3,January,3
GV2199,BLACK,NISSAN,2008,UTILITY TRUCK,2024-01-07,Waitemata,3,January,16
ZE9011,BLUE,TOYOTA,2000,CAR,2024-01-07,Waitemata,3,January,24
CUG7,WHITE,TOYOTA,2005,UTILITY TRUCK,2024-01-07,Waitemata,3,January,19
LAP265,GREY,TOYOTA,2004,CAR,2024-01-07,Waitemata,3,January,20
MDR206,WHITE,NISSAN,2009,UTILITY TRUCK,2024-01-07,Waitemata,3,January,15
PA5965,WHITE,NISSAN,1990,CAR,2024-01-07,Waitemata,3,January,34
446N2,SILVER,AAKRON XPRESS,2022,TRAILER,2024-01-08,Waitemata,3,January,2
687D9,SILVER,HOMEBUILT,2012,TRAILER,2024-01-08,Waitemata,3,January,12
W6789,BLUE,ARO BROS,1993,TRAILER,2024-01-09,Waitemata,3,January,31
288M5,SILVER,HOMEBUILT,2022,TRAILER,2024-01-10,Waitemata,3,January,2
GDJ432,GREY,HONDA,2004,CAR,2024-01-11,Waitemata,3,January,20
GZQ832,SILVER,TOYOTA,2006,CAR,2024-01-11,Waitemata,3,January,18
DHP273,WHITE,ISUZU,1995,UTILITY TRUCK,2024-01-12,Waitemata,3,January,29
MMS301,SILVER,TOYOTA,2014,CAR,2024-01-12,Waitemata,3,January,10
FRL166,SILVER,TOYOTA,2010,UTILITY TRUCK,2024-01-13,Waitemata,3,January,14
CSG771,SILVER,TOYOTA,1995,CAR,2024-01-14,Waitemata,3,January,29
88K46,WHITE,HOMEBUILT,2021,TRAILER,2024-01-15,Waitemata,3,January,3
7C907,SILVER,HOMEBUILT,2017,TRAILER,2024-01-15,Waitemata,3,January,7
PWH485,YELLOW,TOYOTA,2012,CAR,2024-01-17,Waitemata,3,January,12
H210G,WHITE,HOMEBUILT,2008,TRAILER,2024-01-17,Waitemata,3,January,16
YR4904,WHITE,MAZDA,1999,UTILITY TRUCK,2024-01-17,Waitemata,3,January,25
JSC459,SILVER,TOYOTA,2008,CAR,2024-01-18,Waitemata,3,January,16
CFZ100,SILVER,MAZDA,1996,CAR,2024-01-18,Waitemata,3,January,28
QDD378,WHITE,MAZDA,2006,CAR,2024-01-18,Waitemata,3,January,18
YR5890,SILVER,MERCEDES-BENZ,1999,CAR,2024-01-18,Waitemata,3,January,25
MDQ225,BLACK,MAZDA,2019,UTILITY TRUCK,2024-01-18,Waitemata,3,January,5
DHQ663,GOLD,JEEP,2006,CAR,2024-01-19,Waitemata,3,January,18
NHC734,SILVER,MERCEDES-BENZ,2007,CAR,2024-01-19,Waitemata,3,January,17
MAN869,WHITE,TOYOTA,2008,UTILITY TRUCK,2024-01-19,Waitemata,3,January,16
ETJ712,RED,HOLDEN,2008,CAR,2024-01-19,Waitemata,3,January,16
DUK246,RED,TOYOTA,2001,CAR,2024-01-20,Waitemata,3,January,23
CNQ58,SILVER,MAZDA,2005,CAR,2024-01-20,Waitemata,3,January,19
ETL594,BLACK,BMW,2009,CAR,2024-01-20,Waitemata,3,January,15
C2PJP,BLACK,HARLEY DAVIDSON,2005,MOTORCYCLE,2024-01-20,Waitemata,3,January,19
Z465K,SILVER,BRENT SMITH,2014,TRAILER,2024-01-20,Waitemata,3,January,10
MDS309,SILVER,MERCEDES-BENZ,2005,CAR,2024-01-20,Waitemata,3,January,19
Y487Q,SILVER,BRENT SMITH,2014,TRAILER,2024-01-21,Waitemata,3,January,10
XD8554,BLUE,NISSAN,1998,UTILITY TRUCK,2024-01-21,Waitemata,3,January,26
DSY601,SILVER,SUBARU,2004,CAR,2024-01-21,Waitemata,3,January,20
C9UQS,BLACK,HUSQVARNA,2023,MOTORCYCLE,2024-01-21,Waitemata,3,January,1
7D422,SILVER,HOMEBUILT,2017,TRAILER,2024-01-23,Waitemata,3,January,7
NBP318,GREY,TOYOTA,1999,CAR,2024-01-23,Waitemata,3,January,25
FRL561,SILVER,HONDA,2001,CAR,2024-01-23,Waitemata,3,January,23
35YMT,BLACK,HARLEY DAVIDSON,2007,MOTORCYCLE,2024-01-23,Waitemata,3,January,17
QHQ876,SILVER,FORD,2023,CAR,2024-01-24,Waitemata,3,January,1
CFM39,SILVER,BMW,1995,CAR,2024-01-25,Waitemata,3,January,29
TY1364,GREEN,CITROEN,1996,CAR,2024-01-25,Waitemata,3,January,28
C9HGU,RED,YAMAHA,2021,MOTORCYCLE,2024-01-26,Waitemata,3,January,3
LMT348,SILVER,TOYOTA,2013,CAR,2024-01-26,Waitemata,3,January,11
3J157,SILVER,HOMEBUILT,2016,TRAILER,2024-01-26,Waitemata,3,January,8
MDQ476,WHITE,FORD,2019,UTILITY TRUCK,2024-01-26,Waitemata,3,January,5
PHE398,SILVER,NISSAN,1995,CAR,2024-01-26,Waitemata,3,January,29
JJK312,WHITE,FORD,2004,UTILITY TRUCK,2024-01-27,Waitemata,3,January,20
NMN841,WHITE,HOLDEN,2001,UTILITY TRUCK,2024-01-29,Waitemata,3,January,23
FHS3,BLUE,BMW,2001,CAR,2024-01-29,Waitemata,3,January,23
720B5,SILVER,HOMEBUILT,2023,TRAILER,2024-01-30,Waitemata,3,January,1
DAN558,BLUE,FORD,2005,CAR,2024-01-30,Waitemata,3,January,19
GGC440,SILVER,NISSAN,2012,UTILITY TRUCK,2024-01-31,Waitemata,3,January,12
FJZ733,BLUE,SUBARU,2003,CAR,2024-01-31,Waitemata,3,January,21
EFZ973,SILVER,MAZDA,2007,CAR,2024-01-31,Waitemata,3,January,17
BEJ206,WHITE,TOYOTA,2003,VAN,2024-01-31,Waitemata,3,January,21
ZD3159,BLUE,TOYOTA,2000,CAR,2024-01-31,Waitemata,3,January,24
MJZ115,BLACK,AUDI,2010,CAR,2024-02-01,Waitemata,3,February,14
JYL719,GREY,MITSUBISHI,2011,CAR,2024-02-01,Waitemata,3,February,13
689R8,SILVER,HOMEBUILT,2023,TRAILER,2024-02-01,Waitemata,3,February,1
HRN966,WHITE,MAZDA,2005,CAR,2024-02-02,Waitemata,3,February,19
FLQ311,SILVER,NISSAN,2005,CAR,2024-02-02,Waitemata,3,February,19
9450P,SILVER,PINTO,2000,TRAILER,2024-02-02,Waitemata,3,February,24
QKC536,SILVER,NISSAN,2008,CAR,2024-02-02,Waitemata,3,February,16
MOADR,GREEN,FORD,1936,CAR,2024-02-03,Waitemata,3,February,88
HRU561,SILVER,TOYOTA,2005,CAR,2024-02-03,Waitemata,3,February,19
PFC79,WHITE,HOLDEN,2017,UTILITY TRUCK,2024-02-03,Waitemata,3,February,7
PZL815,WHITE,FORD,2004,UTILITY TRUCK,2024-02-04,Waitemata,3,February,20
MHS868,WHITE,TOYOTA,2000,CAR,2024-02-04,Waitemata,3,February,24
PBQ370,WHITE,AUDI,2011,CAR,2024-02-05,Waitemata,3,February,13
56Q40,SILVER,HOMEBUILT,2000,TRAILER,2024-02-05,Waitemata,3,February,24
60U37,SILVER,HOMEBUILT,2020,TRAILER,2024-02-06,Waitemata,3,February,4
LSB817,ORANGE,TOYOTA,2019,UTILITY TRUCK,2024-02-06,Waitemata,3,February,5
DZW730,WHITE,TOYOTA,2007,VAN,2024-02-06,Waitemata,3,February,17
NSF484,WHITE,MAZDA,2011,UTILITY TRUCK,2024-02-06,Waitemata,3,February,13
NZS292,SILVER,MERCEDES-BENZ,2008,CAR,2024-02-07,Waitemata,3,February,16
EGD557,BLUE,TOYOTA,1998,CAR,2024-02-07,Waitemata,3,February,26
DPG563,SILVER,TOYOTA,2006,CAR,2024-02-07,Waitemata,3,February,18
HTY810,BLACK,DODGE,1994,UTILITY TRUCK,2024-02-08,Waitemata,3,February,30
LHH808,GREEN,TOYOTA,2007,CAR,2024-02-08,Waitemata,3,February,17
DKT995,RED,TOYOTA,1997,CAR,2024-02-08,Waitemata,3,February,27
NKK274,GREY,TOYOTA,2021,UTILITY TRUCK,2024-02-08,Waitemata,3,February,3
GHE955,BLUE,DODGE,2012,CAR,2024-02-10,Waitemata,3,February,12
JEQ951,SILVER,TOYOTA,2005,CAR,2024-02-10,Waitemata,3,February,19
B7YMP,BLACK,SUZUKI,2019,MOTORCYCLE,2024-02-10,Waitemata,3,February,5
EBT947,WHITE,ISUZU,2000,UTILITY TRUCK,2024-02-11,Waitemata,3,February,24
71D48,BLACK,HOMEBUILT,2020,TRAILER,2024-02-12,Waitemata,3,February,4
1YIN1,YELLOW,MITSUBISHI,2001,CAR,2024-02-12,Waitemata,3,February,23
CAA323,SILVER,FORD,2004,CAR,2024-02-12,Waitemata,3,February,20
2K819,SILVER,HOMEBUILT,2015,TRAILER,2024-02-12,Waitemata,3,February,9
EKN487,GREY,HONDA,2000,CAR,2024-02-12,Waitemata,3,February,24
CQM351,SILVER,MITSUBISHI,2002,CAR,2024-02-13,Waitemata,3,February,22
NCS716,RED,TOYOTA,2017,VAN,2024-02-13,Waitemata,3,February,7
68J95,SILVER,HOMEBUILT,2016,TRAILER,2024-02-13,Waitemata,3,February,8
KML704,GREY,HONDA,2005,CAR,2024-02-13,Waitemata,3,February,19
LHG607,GOLD,MITSUBISHI,2006,CAR,2024-02-13,Waitemata,3,February,18
NAG611,RED,MAZDA,2012,CAR,2024-02-14,Waitemata,3,February,12
FEY931,WHITE,TOYOTA,1994,CAR,2024-02-14,Waitemata,3,February,30
GKU273,WHITE,FORD,2002,UTILITY TRUCK,2024-02-14,Waitemata,3,February,22
JTH630,WHITE,HOLDEN,2016,UTILITY TRUCK,2024-02-14,Waitemata,3,February,8
X1587,WHITE,LEXUS,2013,CAR,2024-02-14,Waitemata,3,February,11
CCS215,BLUE,FORD,2004,UTILITY TRUCK,2024-02-14,Waitemata,3,February,20
DQF662,RED,HOLDEN,1998,CAR,2024-02-15,Waitemata,3,February,26
PFA459,RED,TOYOTA,2013,CAR,2024-02-17,Waitemata,3,February,11
GSB702,PINK,TOYOTA,2005,CAR,2024-02-17,Waitemata,3,February,19
GV2197,WHITE,HYUNDAI,2014,CAR,2024-02-17,Waitemata,3,February,10
C1RNE,WHITE,UBCO,2023,MOTORCYCLE,2024-02-18,Waitemata,3,February,1
QAU819,WHITE,TOYOTA,2007,CAR,2024-02-18,Waitemata,3,February,17
MUZ637,BLACK,NISSAN,2011,CAR,2024-02-18,Waitemata,3,February,13
KTZ244,WHITE,TOYOTA,2009,CAR,2024-02-18,Waitemata,3,February,15
334H6,SILVER,DMW,2022,TRAILER,2024-02-18,Waitemata,3,February,2
MNR674,RED,MAHINDRA,2019,CAR,2024-02-19,Waitemata,3,February,5
N951K,SILVER,HOMEBUILT,2009,TRAILER,2024-02-19,Waitemata,3,February,15
75N38,SILVER,HOMEBUILT,2015,TRAILER,2024-02-19,Waitemata,3,February,9
