no_plate,color,company_name,model_year,vehicle_type,date_stolen,district_name,No_Police_Areas,month,vehicle_age
QCT766,SILVER,TOYOTA,2018,VAN,2023-12-19,Auckland City,3,December,6
PPQ455,BLACK,TOYOTA,2007,CAR,2023-12-20,Auckland City,3,December,17
Y85W,SILVER,HOMEBUILT,2014,TRAILER,2023-12-20,Auckland City,3,December,10
JYM278,RED,TOYOTA,2016,CAR,2023-12-20,Auckland City,3,December,8
MMD631,RED,SSANGYONG,2019,UTILITY TRUCK,2023-12-21,Auckland City,3,December,5
LUR241,SILVER,TOYOTA,2007,CAR,2023-12-22,Auckland City,3,December,17
NWH227,WHITE,RENAULT,2017,CAR,2023-12-23,Auckland City,3,December,7
FRP746,SILVER,NISSAN,2001,CAR,2023-12-23,Auckland City,3,December,23
EJQ430,WHITE,TOYOTA,1998,VAN,2023-12-23,Auckland City,3,December,26
C3RND,WHITE,BMW,2023,MOTORCYCLE,2023-12-24,Auckland City,3,December,1
FFK80,SILVER,NISSAN,2010,CAR,2023-12-24,Auckland City,3,December,14
MHL939,BLACK,MERCEDES-BENZ,2013,CAR,2023-12-24,Auckland City,3,December,11
C8QKU,BLACK,FORZA,2021,MOTORCYCLE,2023-12-25,Auckland City,3,December,3
LLA416,BLUE,AUDI,2005,CAR,2023-12-26,Auckland City,3,December,19
GV2181,SILVER,NISSAN,1996,CAR,2023-12-26,Auckland City,3,December,28
JQE470,WHITE,TOYOTA,2000,VAN,2023-12-26,Auckland City,3,December,24
C8RQG,BLACK,UBCO,2023,MOTORCYCLE,2023-12-26,Auckland City,3,December,1
9Y830,SILVER,PINTO,2018,TRAILER,2023-12-27,Auckland City,3,December,6
B7CZF,BLACK,SUZUKI,2015,MOTORCYCLE,2023-12-27,Auckland City,3,December,9
6.76E+08,SILVER,HOMEBUILT,2023,TRAILER,2023-12-27,Auckland City,3,December,1
676E6,SILVER,HOMEBUILT,2023,TRAILER,2023-12-27,Auckland City,3,December,1
286K7,SILVER,PINTO,2022,TRAILER,2023-12-27,Auckland City,3,December,2
117G8,SILVER,HOMEBUILT,2021,TRAILER,2023-12-27,Auckland City,3,December,3
LCC454,BLACK,NISSAN,2005,CAR,2023-12-27,Auckland City,3,December,19
C3RSL,WHITE,KTM,2023,MOTORCYCLE,2023-12-28,Auckland City,3,December,1
EET685,RED,TOYOTA,1994,CAR,2023-12-29,Auckland City,3,December,30
MAN869,WHITE,TOYOTA,2008,UTILITY TRUCK,2023-12-30,Auckland City,3,December,16
C1SJT,BLACK,SUZUKI,2023,MOTORCYCLE,2023-12-30,Auckland City,3,December,1
GBY346,SILVER,BMW,2005,CAR,2023-12-30,Auckland City,3,December,19
NWR532,SILVER,BMW,2006,CAR,2023-12-30,Auckland City,3,December,18
603S6,SILVER,HOMEBUILT,2023,TRAILER,2023-12-31,Auckland City,3,December,1
74ZZM,BLACK,SUZUKI,2009,MOTORCYCLE,2024-01-01,Auckland City,3,January,15
PWH973,BLUE,YAMAHA,2023,MOTORCYCLE,2024-01-01,Auckland City,3,January,1
GLB92,BLACK,HOLDEN,2008,CAR,2024-01-01,Auckland City,3,January,16
BABY0,GREY,KAWASAKI,2023,MOTORCYCLE,2024-01-01,Auckland City,3,January,1
PQF506,WHITE,HOLDEN,2012,CAR,2024-01-01,Auckland City,3,January,12
NWL4,BLACK,BMW,2010,CAR,2024-01-02,Auckland City,3,January,14
EBH800,WHITE,NISSAN,2002,VAN,2024-01-02,Auckland City,3,January,22
JDY646,BLUE,SUBARU,2006,CAR,2024-01-02,Auckland City,3,January,18
SN33ZY,BLUE,NISSAN,1995,CAR,2024-01-03,Auckland City,3,January,29
CQA457,BLUE,TOYOTA,1998,VAN,2024-01-03,Auckland City,3,January,26
MEA767,WHITE,MAZDA,2008,VAN,2024-01-03,Auckland City,3,January,16
PHM993,BLACK,LEXUS,2015,CAR,2024-01-03,Auckland City,3,January,9
8C909,GREY,HOMEBUILT,2017,TRAILER,2024-01-03,Auckland City,3,January,7
KUS76,SILVER,MERCEDES-BENZ,2008,CAR,2024-01-04,Auckland City,3,January,16
JSY718,WHITE,MITSUBISHI,2010,VAN,2024-01-05,Auckland City,3,January,14
CZK293,RED,FORD,1989,VAN,2024-01-05,Auckland City,3,January,35
HHW359,WHITE,HONDA,2004,CAR,2024-01-05,Auckland City,3,January,20
LLY840,GOLD,NISSAN,2005,CAR,2024-01-05,Auckland City,3,January,19
QBW728,GREY,MERCEDES-BENZ,2016,CAR,2024-01-05,Auckland City,3,January,8
CCL362,RED,TOYOTA,2004,VAN,2024-01-06,Auckland City,3,January,20
EMH335,BLUE,MAZDA,2005,CAR,2024-01-06,Auckland City,3,January,19
BLC540,BLUE,MITSUBISHI,1991,UTILITY TRUCK,2024-01-07,Auckland City,3,January,33
YJ8526,GREEN,TOYOTA,1999,CAR,2024-01-07,Auckland City,3,January,25
KRK916,WHITE,TOYOTA,2012,CAR,2024-01-07,Auckland City,3,January,12
C9LSB,RED,HONDA,2022,MOTORCYCLE,2024-01-07,Auckland City,3,January,2
LPS4,WHITE,TOYOTA,2010,CAR,2024-01-07,Auckland City,3,January,14
GMH,BLACK,NISSAN,1992,CAR,2024-01-08,Auckland City,3,January,32
PHY993,SILVER,TOYOTA,2014,CAR,2024-01-08,Auckland City,3,January,10
524N4,WHITE,HOMEBUILT,2023,TRAILER,2024-01-08,Auckland City,3,January,1
C7LFE,BLACK,NIU,2022,MOTORCYCLE,2024-01-08,Auckland City,3,January,2
CFR273,RED,NISSAN,1997,CAR,2024-01-09,Auckland City,3,January,27
DSN848,SILVER,HOLDEN,2007,CAR,2024-01-09,Auckland City,3,January,17
QKC365,WHITE,NISSAN,2023,CAR,2024-01-10,Auckland City,3,January,1
LDZ843,PURPLE,MAZDA,2009,CAR,2024-01-11,Auckland City,3,January,15
709U5,WHITE,CUSTOMBUILT,1969,CAMPER,2024-01-12,Auckland City,3,January,55
94J80,GREY,HOMEBUILT,2021,TRAILER,2024-01-12,Auckland City,3,January,3
C4QLE,SILVER,SUZUKI,2016,MOTORCYCLE,2024-01-13,Auckland City,3,January,8
57N52,SILVER,HOMEBUILT,2020,TRAILER,2024-01-14,Auckland City,3,January,4
XS2098,WHITE,TOYOTA,1993,CAR,2024-01-14,Auckland City,3,January,31
KDB661,GREY,NISSAN,2008,CAR,2024-01-15,Auckland City,3,January,16
PUH468,SILVER,NISSAN,2003,CAR,2024-01-15,Auckland City,3,January,21
JBT383,SILVER,NISSAN,2006,CAR,2024-01-15,Auckland City,3,January,18
LGH79,WHITE,TOYOTA,2018,BUS,2024-01-15,Auckland City,3,January,6
HKT844,SILVER,AUDI,2003,CAR,2024-01-16,Auckland City,3,January,21
AMQ333,SILVER,TOYOTA,1998,CAR,2024-01-16,Auckland City,3,January,26
95K17,SILVER,HOMEBUILT,2021,TRAILER,2024-01-17,Auckland City,3,January,3
MQM712,YELLOW,TOYOTA,1995,VAN,2024-01-17,Auckland City,3,January,29
EQP641,WHITE,MITSUBISHI,1998,UTILITY TRUCK,2024-01-17,Auckland City,3,January,26
DQK1,BLUE,TOYOTA,1998,VAN,2024-01-17,Auckland City,3,January,26
XM1282,WHITE,TOYOTA,1994,CAR,2024-01-18,Auckland City,3,January,30
PGN940,BLACK,BMW,2009,CAR,2024-01-18,Auckland City,3,January,15
DRD957,GOLD,SUBARU,2007,CAR,2024-01-18,Auckland City,3,January,17
HHD995,SILVER,SUZUKI,2005,CAR,2024-01-18,Auckland City,3,January,19
LQR390,WHITE,MAZDA,2008,CAR,2024-01-18,Auckland City,3,January,16
EDT966,BLUE,HONDA,2007,CAR,2024-01-19,Auckland City,3,January,17
B2GLR,BLACK,MOPED,2016,MOTORCYCLE,2024-01-19,Auckland City,3,January,8
QEZ34,SILVER,HONDA,2006,CAR,2024-01-20,Auckland City,3,January,18
G883S,SILVER,HOMEBUILT,1996,TRAILER,2024-01-20,Auckland City,3,January,28
HPP99,RED,HOLDEN,2014,CAR,2024-01-21,Auckland City,3,January,10
KLT697,BLACK,TOYOTA,2010,CAR,2024-01-21,Auckland City,3,January,14
MSK313,BLUE,BMW,2008,CAR,2024-01-21,Auckland City,3,January,16
FKY537,GOLD,NISSAN,2001,CAR,2024-01-21,Auckland City,3,January,23
TE1814,WHITE,TOYOTA,1994,UTILITY TRUCK,2024-01-22,Auckland City,3,January,30
JHL37,WHITE,AUDI,2006,CAR,2024-01-22,Auckland City,3,January,18
A6JJW,BLACK,APRILIA,2000,MOTORCYCLE,2024-01-22,Auckland City,3,January,24
79M78,SILVER,REID,2020,TRAILER,2024-01-22,Auckland City,3,January,4
ABU785,WHITE,FORD,2001,VAN,2024-01-23,Auckland City,3,January,23
RL3632,WHITE,FORD,1992,CAMPER,2024-01-23,Auckland City,3,January,32
PRM734,YELLOW,HYUNDAI,2009,CAR,2024-01-23,Auckland City,3,January,15
PJE550,SILVER,TOYOTA,2016,CAR,2024-01-23,Auckland City,3,January,8
PFD41,RED,MAZDA,2005,CAR,2024-01-23,Auckland City,3,January,19
BLN591,GOLD,TOYOTA,1998,CAR,2024-01-24,Auckland City,3,January,26
C6AWW,WHITE,KTM,2020,MOTORCYCLE,2024-01-24,Auckland City,3,January,4
CBG224,SILVER,TOYOTA,1996,CAR,2024-01-24,Auckland City,3,January,28
C2FTA,BLACK,KAWASAKI,2021,MOTORCYCLE,2024-01-24,Auckland City,3,January,3
EZS677,BLUE,NISSAN,2000,CAR,2024-01-25,Auckland City,3,January,24
KHQ204,BLACK,AUDI,2005,CAR,2024-01-25,Auckland City,3,January,19
ZS7587,RED,TOYOTA,1991,CAR,2024-01-25,Auckland City,3,January,33
C9BYS,BLACK,BMW,2020,MOTORCYCLE,2024-01-27,Auckland City,3,January,4
FRF395,BLACK,TOYOTA,2001,CAR,2024-01-28,Auckland City,3,January,23
B2JQR,ORANGE,YAMAHA,2017,MOTORCYCLE,2024-01-29,Auckland City,3,January,7
VNNZ,RED,MAZDA,2013,CAR,2024-01-29,Auckland City,3,January,11
EEM307,RED,SSANGYONG,2007,UTILITY TRUCK,2024-01-29,Auckland City,3,January,17
FAY374,SILVER,TOYOTA,2000,CAR,2024-01-30,Auckland City,3,January,24
HPJ420,WHITE,TOYOTA,1993,CAR,2024-01-30,Auckland City,3,January,31
Z136E,GREY,FACTORY BUILT,2012,TRAILER,2024-01-31,Auckland City,3,January,12
JYW751,SILVER,MAZDA,2008,CAR,2024-01-31,Auckland City,3,January,16
BKW532,WHITE,MITSUBISHI,1996,CAR,2024-02-01,Auckland City,3,February,28
LUC217,BLUE,MAZDA,2000,CAR,2024-02-01,Auckland City,3,February,24
333W7,SILVER,BRIFORD,2015,TRAILER,2024-02-01,Auckland City,3,February,9
C6ACQ,BLUE,YAMAHA,2019,MOTORCYCLE,2024-02-02,Auckland City,3,February,5
EYU919,GOLD,NISSAN,2009,CAR,2024-02-02,Auckland City,3,February,15
GQG982,WHITE,SUZUKI,2006,CAR,2024-02-02,Auckland City,3,February,18
LNB105,GREY,MITSUBISHI,2006,CAR,2024-02-03,Auckland City,3,February,18
HDC845,GREY,MITSUBISHI,2006,CAR,2024-02-03,Auckland City,3,February,18
LML321,WHITE,NISSAN,2007,CAR,2024-02-04,Auckland City,3,February,17
C458R,SILVER,HOMEBUILT,2000,TRAILER,2024-02-04,Auckland City,3,February,24
MMT184,SILVER,SUBARU,2007,CAR,2024-02-05,Auckland City,3,February,17
GQD748,SILVER,NISSAN,2007,CAR,2024-02-05,Auckland City,3,February,17
GFZ560,SILVER,NISSAN,2012,UTILITY TRUCK,2024-02-05,Auckland City,3,February,12
C4BCS,BLACK,KTM,2020,MOTORCYCLE,2024-02-05,Auckland City,3,February,4
EEW83,WHITE,TOYOTA,2007,VAN,2024-02-05,Auckland City,3,February,17
RB9976,WHITE,MAZDA,1986,CAR,2024-02-06,Auckland City,3,February,38
PRK102,SILVER,TOYOTA,1996,CAR,2024-02-07,Auckland City,3,February,28
B6JCT,BLACK,ADLY,2017,MOTORCYCLE,2024-02-07,Auckland City,3,February,7
B7RRW,GREY,YAMAHA,2018,MOTORCYCLE,2024-02-07,Auckland City,3,February,6
C3JRR,BLUE,SUZUKI,2008,MOTORCYCLE,2024-02-07,Auckland City,3,February,16
188N4,SILVER,AAKRON XPRESS,2021,TRAILER,2024-02-08,Auckland City,3,February,3
C6NRY,RED,FACTORY BUILT,2022,MOTORCYCLE,2024-02-08,Auckland City,3,February,2
C1UTA,BLUE,YAMAHA,2019,MOTORCYCLE,2024-02-08,Auckland City,3,February,5
C2LQW,BLACK,FACTORY BUILT,2022,MOTORCYCLE,2024-02-08,Auckland City,3,February,2
PCA404,GREY,AUDI,2013,CAR,2024-02-08,Auckland City,3,February,11
QKD537,BLACK,SUBARU,2008,CAR,2024-02-09,Auckland City,3,February,16
JTU617,BLACK,BMW,2004,CAR,2024-02-09,Auckland City,3,February,20
DKK109,WHITE,MAZDA,2006,UTILITY TRUCK,2024-02-09,Auckland City,3,February,18
DWR236,YELLOW,NISSAN,1998,CAR,2024-02-09,Auckland City,3,February,26
H398J,SILVER,HOMEBUILT,2006,TRAILER,2024-02-10,Auckland City,3,February,18
GPS484,BLUE,NISSAN,2007,CAR,2024-02-11,Auckland City,3,February,17
QDH390,BLACK,MITSUBISHI,2001,CAR,2024-02-11,Auckland City,3,February,23
EMC891,BLACK,BMW,1999,CAR,2024-02-11,Auckland City,3,February,25
LJM835,WHITE,TOYOTA,1996,BUS,2024-02-11,Auckland City,3,February,28
6R931,GREY,TITAN,2017,TRAILER,2024-02-12,Auckland City,3,February,7
4F784,SILVER,HOMEBUILT,2016,TRAILER,2024-02-12,Auckland City,3,February,8
HPA498,SILVER,TOYOTA,1999,CAR,2024-02-13,Auckland City,3,February,25
JES789,PURPLE,NISSAN,2010,CAR,2024-02-13,Auckland City,3,February,14
JSP494,SILVER,MAZDA,2005,CAR,2024-02-13,Auckland City,3,February,19
C3DMC,BLUE,YAMAHA,2019,MOTORCYCLE,2024-02-14,Auckland City,3,February,5
FSF823,BLACK,HYUNDAI,2006,CAR,2024-02-14,Auckland City,3,February,18
CWM87,BLACK,TOYOTA,1996,CAR,2024-02-14,Auckland City,3,February,28
LMQ605,WHITE,NISSAN,2005,CAR,2024-02-14,Auckland City,3,February,19
A5BNB,WHITE,SUZUKI,2010,MOTORCYCLE,2024-02-15,Auckland City,3,February,14
HRT998,BLUE,BMW,2005,CAR,2024-02-15,Auckland City,3,February,19
XX5149,GREEN,TOYOTA,1999,CAR,2024-02-15,Auckland City,3,February,25
C8DEP,BLACK,SUZUKI,2020,MOTORCYCLE,2024-02-16,Auckland City,3,February,4
A3WSM,WHITE,PGO,2014,MOTORCYCLE,2024-02-16,Auckland City,3,February,10
JLS248,WHITE,NISSAN,2015,UTILITY TRUCK,2024-02-16,Auckland City,3,February,9
MNL554,BLACK,SUBARU,2006,CAR,2024-02-19,Auckland City,3,February,18
HBB468,GOLD,NISSAN,2005,CAR,2024-02-19,Auckland City,3,February,19
G245A,GREY,HOMEBUILT,2005,TRAILER,2024-02-19,Auckland City,3,February,19
KMN973,SILVER,TOYOTA,2011,CAR,2024-02-19,Auckland City,3,February,13
B5DFE,RED,VESPA,2016,MOTORCYCLE,2024-02-19,Auckland City,3,February,8
FGH285,GOLD,NISSAN,1999,CAR,2024-02-19,Auckland City,3,February,25
A1YQF,BLACK,HONDA,1999,MOTORCYCLE,2024-02-19,Auckland City,3,February,25
DZG158,BLUE,VOLKSWAGEN,1999,CAR,2024-02-20,Auckland City,3,February,25
BKB846,SILVER,NISSAN,1994,CAR,2024-02-20,Auckland City,3,February,30
JSY457,WHITE,TOYOTA,2005,CAR,2024-02-20,Auckland City,3,February,19
DTA210,SILVER,TOYOTA,2004,CAR,2024-02-21,Auckland City,3,February,20
SN1496,WHITE,TOYOTA,1994,VAN,2024-02-21,Auckland City,3,February,30
LQZ951,GREY,BMW,2009,CAR,2024-02-21,Auckland City,3,February,15
KPY393,WHITE,NISSAN,2012,UTILITY TRUCK,2024-02-22,Auckland City,3,February,12
JQN777,SILVER,TOYOTA,2004,CAR,2024-02-22,Auckland City,3,February,20
KCP113,BLACK,AUDI,2005,CAR,2024-02-22,Auckland City,3,February,19
582L6,SILVER,HOMEBUILT,2023,TRAILER,2024-02-23,Auckland City,3,February,1
A7TWJ,RED,HONDA,2014,MOTORCYCLE,2024-02-23,Auckland City,3,February,10
QJH178,WHITE,NISSAN,2018,CAR,2024-02-23,Auckland City,3,February,6
PBH759,BLUE,NISSAN,1995,CAR,2024-02-24,Auckland City,3,February,29
PQA256,WHITE,TOYOTA,2017,CAR,2024-02-24,Auckland City,3,February,7
B5SMN,BLUE,BMW,2018,MOTORCYCLE,2024-02-24,Auckland City,3,February,6
B4TMY,WHITE,SUZUKI,2019,MOTORCYCLE,2024-02-24,Auckland City,3,February,5
KGP766,BLACK,MAZDA,2009,CAR,2024-02-25,Auckland City,3,February,15
STONKZ,GREY,AUDI,2009,CAR,2024-02-25,Auckland City,3,February,15
NCB742,SILVER,TOYOTA,2015,CAR,2024-02-26,Auckland City,3,February,9
10S26,SILVER,HOMEBUILT,2018,TRAILER,2024-02-26,Auckland City,3,February,6
PSJ396,SILVER,TOYOTA,2017,CAR,2024-02-26,Auckland City,3,February,7
C8TZH,BLACK,LVV,2016,MOTORCYCLE,2024-02-27,Auckland City,3,February,8
EDM506,WHITE,TOYOTA,2000,VAN,2024-02-27,Auckland City,3,February,24
C3JDK,BLACK,SUZUKI,2016,MOTORCYCLE,2024-02-27,Auckland City,3,February,8
B1HYT,BLACK,BENELLI,2017,MOTORCYCLE,2024-02-28,Auckland City,3,February,7
BOURK3,BROWN,TOYOTA,2015,CAR,2024-02-28,Auckland City,3,February,9
PNB319,SILVER,BMW,2016,CAR,2024-02-28,Auckland City,3,February,8
YS2879,GREEN,MAZDA,1994,VAN,2024-02-29,Auckland City,3,February,30
C6JEZ,BLACK,KAWASAKI,2021,MOTORCYCLE,2024-02-29,Auckland City,3,February,3
GUR491,SILVER,SUZUKI,2013,VAN,2024-02-29,Auckland City,3,February,11
BMY776,SILVER,HONDA,2003,CAR,2024-03-01,Auckland City,3,March,21
A2SFT,BLACK,SUZUKI,2007,MOTORCYCLE,2024-03-01,Auckland City,3,March,17
LZN541,SILVER,TOYOTA,2007,CAR,2024-03-01,Auckland City,3,March,17
CLU94,BLUE,FORD,2005,UTILITY TRUCK,2024-03-01,Auckland City,3,March,19
YS7088,GREEN,MAZDA,2000,CAR,2024-03-01,Auckland City,3,March,24
C4LSC,BLACK,FORZA,2022,MOTORCYCLE,2024-03-01,Auckland City,3,March,2
2L791,SILVER,BRIFORD,2015,TRAILER,2024-03-01,Auckland City,3,March,9
MBT726,BLACK,FORD,2019,UTILITY TRUCK,2024-03-01,Auckland City,3,March,5
C2QTB,BLACK,SUZUKI,2022,MOTORCYCLE,2024-03-02,Auckland City,3,March,2
B7ZBW,WHITE,ADLY,2019,MOTORCYCLE,2024-03-02,Auckland City,3,March,5
77D15,BLACK,HOMEBUILT,2020,TRAILER,2024-03-02,Auckland City,3,March,4
GZC290,SILVER,NISSAN,2002,CAR,2024-03-02,Auckland City,3,March,22
CJD101,GREEN,NISSAN,1997,CAR,2024-03-03,Auckland City,3,March,27
ANY241,BLUE,TOYOTA,1997,CAR,2024-03-03,Auckland City,3,March,27
RQ4426,BROWN,TOYOTA,1992,CAR,2024-03-03,Auckland City,3,March,32
DJK56,BROWN,TOYOTA,2006,UTILITY TRUCK,2024-03-03,Auckland City,3,March,18
NGS789,BLUE,TOYOTA,2009,CAR,2024-03-03,Auckland City,3,March,15
BTZ854,WHITE,TOYOTA,2004,VAN,2024-03-04,Auckland City,3,March,20
NKC982,BLUE,MAZDA,2014,CAR,2024-03-04,Auckland City,3,March,10
HTZ877,SILVER,NISSAN,2009,CAR,2024-03-04,Auckland City,3,March,15
B6TEY,BLACK,MOPED,2019,MOTORCYCLE,2024-03-04,Auckland City,3,March,5
A7PYA,RED,PIAGGIO,2013,MOTORCYCLE,2024-03-04,Auckland City,3,March,11
B4NMC,RED,FORZA,2018,MOTORCYCLE,2024-03-05,Auckland City,3,March,6
PKY229,GREY,TOYOTA,2013,CAR,2024-03-05,Auckland City,3,March,11
KUD829,WHITE,HONDA,2004,CAR,2024-03-05,Auckland City,3,March,20
JPG182,WHITE,TOYOTA,2006,CAR,2024-03-05,Auckland City,3,March,18
HTQ562,WHITE,TOYOTA,2004,VAN,2024-03-05,Auckland City,3,March,20
FHM61,SILVER,NISSAN,2003,CAR,2024-03-05,Auckland City,3,March,21
LZC64,WHITE,MAZDA,2009,VAN,2024-03-06,Auckland City,3,March,15
LGU268,BLUE,VOLVO,2012,CAR,2024-03-06,Auckland City,3,March,12
U894Y,SILVER,HOMEBUILT,2013,TRAILER,2024-03-07,Auckland City,3,March,11
NLA96,SILVER,TOYOTA,2004,CAR,2024-03-07,Auckland City,3,March,20
EAE652,BLUE,HONDA,2000,CAR,2024-03-08,Auckland City,3,March,24
Y567W,SILVER,MONO - WAY,2014,TRAILER,2024-03-09,Auckland City,3,March,10
KQB643,WHITE,LDV,2017,VAN,2024-03-09,Auckland City,3,March,7
PUG471,BLUE,MAZDA,2004,CAR,2024-03-10,Auckland City,3,March,20
HHG486,GREY,MITSUBISHI,2014,CAR,2024-03-10,Auckland City,3,March,10
MMS273,BLACK,MAZDA,2010,CAR,2024-03-10,Auckland City,3,March,14
EEC759,BLUE,SUBARU,2006,CAR,2024-03-10,Auckland City,3,March,18
YJ2851,YELLOW,HONDA,1999,CAR,2024-03-10,Auckland City,3,March,25
NY1425,BLUE,HOLDEN,1988,CAR,2024-03-10,Auckland City,3,March,36
MWH594,GREY,SUBARU,2007,CAR,2024-03-12,Auckland City,3,March,17
DJB7,BLUE,TOYOTA,2006,CAR,2024-03-13,Auckland City,3,March,18
549M3,GREY,HOMEBUILT,2002,TRAILER,2024-03-13,Auckland City,3,March,22
KCW449,SILVER,NISSAN,2006,UTILITY TRUCK,2024-03-13,Auckland City,3,March,18
DWG420,CREAM,TOYOTA,1997,VAN,2024-03-13,Auckland City,3,March,27
6T209,WHITE,HOMEBUILT,2017,TRAILER,2024-03-14,Auckland City,3,March,7
PAQ898,RED,MAZDA,2004,CAR,2024-03-14,Auckland City,3,March,20
QEJ294,WHITE,MERCEDES-BENZ,2010,CAR,2024-03-14,Auckland City,3,March,14
TR6030,BLUE,HONDA,1995,CAR,2024-03-14,Auckland City,3,March,29
JHH899,SILVER,FORD,2010,CAR,2024-03-15,Auckland City,3,March,14
KNC914,WHITE,MAZDA,2011,CAR,2024-03-15,Auckland City,3,March,13
JZR777,SILVER,TOYOTA,2006,CAR,2024-03-15,Auckland City,3,March,18
LZA162,GREY,MAZDA,2016,CAR,2024-03-15,Auckland City,3,March,8
KTT837,BLACK,NISSAN,2008,CAR,2024-03-15,Auckland City,3,March,16
HMG342,WHITE,TOYOTA,2007,CAR,2024-03-16,Auckland City,3,March,17
KTU31,BLACK,NISSAN,1992,CAR,2024-03-16,Auckland City,3,March,32
B5BMQ,BLACK,SUZUKI,2015,MOTORCYCLE,2024-03-16,Auckland City,3,March,9
62S74,SILVER,HOMEBUILT,2020,TRAILER,2024-03-16,Auckland City,3,March,4
HGY721,BROWN,TOYOTA,2014,CAR,2024-03-16,Auckland City,3,March,10
DDF841,BLACK,TOYOTA,1997,CAR,2024-03-16,Auckland City,3,March,27
KKR721,BLACK,NISSAN,2008,CAR,2024-03-16,Auckland City,3,March,16
DDL721,WHITE,MAZDA,1998,CAR,2024-03-17,Auckland City,3,March,26
GKB70,SILVER,FORD,2012,CAR,2024-03-17,Auckland City,3,March,12
FYR305,BLACK,TOYOTA,2003,CAR,2024-03-18,Auckland City,3,March,21
JRK191,WHITE,TOYOTA,2004,CAR,2024-03-18,Auckland City,3,March,20
HKY709,WHITE,CHERY,2014,CAR,2024-03-18,Auckland City,3,March,10
MNN653,SILVER,TOYOTA,2014,CAR,2024-03-19,Auckland City,3,March,10
C4JHK,BLACK,MOPED,2021,MOTORCYCLE,2024-03-19,Auckland City,3,March,3
LDP92,WHITE,TOYOTA,2010,CAR,2024-03-19,Auckland City,3,March,14
PLR595,WHITE,MG,2022,CAR,2024-03-19,Auckland City,3,March,2
DEK625,WHITE,TOYOTA,2006,BUS,2024-03-20,Auckland City,3,March,18
KEG896,WHITE,NISSAN,2011,CAR,2024-03-20,Auckland City,3,March,13
BZQ854,SILVER,NISSAN,2000,CAR,2024-03-20,Auckland City,3,March,24
KWW843,SILVER,TOYOTA,2005,CAR,2024-03-20,Auckland City,3,March,19
M177R,SILVER,HOMEBUILT,2008,TRAILER,2024-03-21,Auckland City,3,March,16
PKT978,GREY,MAZDA,2014,CAR,2024-03-21,Auckland City,3,March,10
ROBAND,WHITE,MITSUBISHI,2003,VAN,2024-03-21,Auckland City,3,March,21
CFD728,WHITE,FORD,2002,CAR,2024-03-21,Auckland City,3,March,22
QME903,WHITE,TOYOTA,2015,CAR,2024-03-22,Auckland City,3,March,9
B3LYC,BLACK,YAMAHA,2017,MOTORCYCLE,2024-03-22,Auckland City,3,March,7
QNJ973,SILVER,HONDA,2015,CAR,2024-03-22,Auckland City,3,March,9
PAD718,BLUE,TOYOTA,1996,CAR,2024-03-22,Auckland City,3,March,28
BMNZ95,GREEN,BMW,1994,CAR,2024-03-22,Auckland City,3,March,30
LYZ835,GREEN,FORD,2004,CAR,2024-03-22,Auckland City,3,March,20
MZR632,WHITE,TOYOTA,2013,CAR,2024-03-22,Auckland City,3,March,11
JNL201,SILVER,TOYOTA,2006,CAR,2024-03-23,Auckland City,3,March,18
C1UNB,WHITE,SUZUKI,2023,MOTORCYCLE,2024-03-23,Auckland City,3,March,1
CDZ432,BLACK,VOLKSWAGEN,2004,CAR,2024-03-25,Auckland City,3,March,20
C1WLJ,BLACK,FORZA,2024,MOTORCYCLE,2024-03-25,Auckland City,3,March,0
BUU134,SILVER,TOYOTA,1998,CAR,2024-03-25,Auckland City,3,March,26
NFN27,SILVER,NISSAN,2014,CAR,2024-03-25,Auckland City,3,March,10
HMH211,WHITE,ISUZU,1999,UTILITY TRUCK,2024-03-25,Auckland City,3,March,25
198G8,SILVER,X-TRAILERS,2021,TRAILER,2024-03-25,Auckland City,3,March,3
A9ZMR,BLACK,BMW,2015,MOTORCYCLE,2024-03-26,Auckland City,3,March,9
NKE792,WHITE,TOYOTA,2021,UTILITY TRUCK,2024-03-26,Auckland City,3,March,3
C7HTJ,WHITE,HONDA,2021,MOTORCYCLE,2024-03-26,Auckland City,3,March,3
DCH386,WHITE,TOYOTA,2001,CAR,2024-03-26,Auckland City,3,March,23
DEC101,BROWN,FORD,2006,CAR,2024-03-26,Auckland City,3,March,18
PWS385,WHITE,TOYOTA,2023,UTILITY TRUCK,2024-03-26,Auckland City,3,March,1
QNQ775,GREEN,MITSUBISHI,1999,CAR,2024-03-27,Auckland City,3,March,25
DEM439,GREEN,NISSAN,1996,CAR,2024-03-27,Auckland City,3,March,28
DHS333,BLACK,VOLKSWAGEN,2006,CAR,2024-03-28,Auckland City,3,March,18
MUU986,WHITE,FORD,2014,CAR,2024-03-28,Auckland City,3,March,10
EJA578,BLACK,TOYOTA,1998,CAR,2024-03-28,Auckland City,3,March,26
219E2,SILVER,HOMEBUILT,2021,TRAILER,2024-03-28,Auckland City,3,March,3
MNZ954,GOLD,TOYOTA,2010,CAR,2024-03-28,Auckland City,3,March,14
2.19E+04,SILVER,HOMEBUILT,2021,TRAILER,2024-03-28,Auckland City,3,March,3
LDF58,PURPLE,TOYOTA,2011,CAR,2024-03-29,Auckland City,3,March,13
AYU963,WHITE,TOYOTA,1992,CAMPER,2024-03-29,Auckland City,3,March,32
