no_plate,color,company_name,vehicle_desc,model_year,vehicle_type,date_stolen,district_name
52B47,Grey,Trailer,MUDGWAY,2019,Boat Trailer,5/15/2024,Northland
52F62,Silver,Briford,8X4 '6' TANDEM,2019,Trailer,5/13/2024,Canterbury
52Q59,Cream,ABI,DALESMAN,1998,Caravan,4/27/2024,Canterbury
52WDK,Silver,Suzuki,SJ125,2003,Roadbike,2/14/2024,Wellington
52Z70,White,Trailer,COACHMAN GOLDEN,2009,Caravan,2/13/2024,Bay of Plenty
52ZDF,White,Suzuki,GS,2007,Roadbike,1/13/2024,Canterbury
531B2,Silver,Briford,8X4,2023,Trailer,12/22/2023,Canterbury
532C4,Silver,Factory Built,BRENT SMITH TRAILERS,2023,Trailer,3/28/2024,Waikato
533M4,Silver,Trailer,GORILLA,2023,Trailer,2/14/2024,Canterbury
5348L,Green,Briford,6X4 SINGLE AXLE,1999,Trailer,3/21/2024,Canterbury
538G3,Silver,Trailer,JOBMATE,2023,Trailer,4/18/2024,Eastern
53C82,Black,Homebuilt,TRAILER,2006,Trailer,11/22/2023,Canterbury
53FFO,Yellow,Anglo,CUB,1978,Caravan,2/8/2024,Waikato
53G11,Green,Trailer,HANSA CHIPPER,2016,Trailer - Heavy,2/20/2024,Waitemata
53WCL,Orange,KTM,EXC,2003,Roadbike,2/8/2024,Wellington
5404S,Grey,Trailer,FUEL,2000,Trailer - Heavy,3/4/2024,Central
543S2,Silver,Trailer,TUFF,2023,Trailer,3/17/2024,Central
544C4,Silver,Titan,DOMESTIC TRAILER,2023,Trailer,11/24/2023,Bay of Plenty
5475B,Blue,Homebuilt,TRAILER,1996,Boat Trailer,12/18/2023,Waikato
549M3,Grey,Trailer,HOMEBUILT,2002,Trailer,3/13/2024,Auckland City
552H1,Silver,Trailer,BSTB85,2023,Trailer,4/3/2024,Northland
553W9,Black,Trailer,HOMEBULIT,2023,Trailer,4/23/2024,Central
555E1,Black,Homebuilt,TRAILER,2023,Trailer,4/29/2024,Southern
556J6,Silver,Trailer,PRESCOTT,2023,Trailer - Heavy,1/15/2024,Bay of Plenty
557K4,Silver,Briford,8X4 CAGE,2023,Trailer,1/9/2024,Counties/Manukau
557M3,White,Briford,SHUTTLE,2016,Trailer - Heavy,3/1/2024,Waitemata
558W3,Silver,Trailer,ELITE 8X5,2023,Trailer,12/31/2023,Canterbury
55F41,Grey,Custombuilt,CHILLED TRAILER,2020,Trailer - Heavy,5/9/2024,Eastern
55UQI,Blue,PGO,PMX50,2002,Moped,4/6/2024,Waikato
55ZTA,Silver,Honda,ST,2009,Roadbike,4/10/2024,Wellington
55ZZM,Silver,Honda,DIO-FIT,1997,Moped,4/15/2024,Wellington
5638R,White,Liteweight,1500 CHEVRON,1977,Caravan,2/25/2024,Wellington
566RV,Green,Trailer,HOMEMADE,1970,Trailer,2/27/2024,Canterbury
56A86,Grey,Trailer,JET SKI,2020,Boat Trailer,3/16/2024,Eastern
56Q40,Silver,Trailer,HOMEBUILT,2000,Trailer,2/5/2024,Waitemata
56Z32,Silver,Trailer,BRIFORD 8X4 1500KG,2020,Trailer,12/13/2023,Southern
56ZYY,Black,Honda,GL400,1985,Roadbike,3/22/2024,Canterbury
571K4,Silver,Trailer,TUFF,2023,Trailer,1/22/2024,Central
573FQ,Red,Trailer,LOCAL,1965,Trailer,1/30/2024,Central
573Z2,Silver,Factory Built,MTE 10 X 6,2023,Trailer,12/17/2023,Central
575EE,Green,Trailer,LOCAL,1961,Trailer - Heavy,3/25/2024,Central
576D9,Grey,Trailer,HOMEBUILT,2023,Trailer,3/12/2024,Counties/Manukau
57HKB,Grey,Trailer,HOMEMADE,1980,Trailer,11/27/2023,Canterbury
57N52,Silver,Trailer,BSTB85,2020,Trailer,1/14/2024,Auckland City
57Q17,Grey,Trailer,BOAT,2020,Boat Trailer,1/29/2024,Northland
57S30,Silver,Trailer,DOMESTIC TRAILER,2020,Trailer,2/25/2024,Eastern
57ZJT,Black,Suzuki,VL250,2008,Roadbike,2/11/2024,Counties/Manukau
580Z7,White,Trailer,ROBB BUILT,2023,Trailer,2/28/2024,Canterbury
581J4,Silver,Trailer,8X5,2023,Trailer,5/4/2024,Canterbury
582L6,Silver,Trailer,TR74CS2,2023,Trailer - Heavy,2/23/2024,Auckland City
586K9,Orange,Trailer,VER MAC 320X,2017,Trailer - Heavy,12/4/2023,Central
587W9,Grey,Trailer,COMMERCIAL,2023,Trailer - Heavy,4/15/2024,Counties/Manukau
58R98,Silver,Trailer,DOMESTIC TRAILER,2020,Trailer,11/23/2023,Northland
58ZSN,Black,Suzuki,AN125,2008,Roadbike,1/13/2024,Central
5947J,Silver,Pinto,COMMERCIAL,1998,Trailer,5/9/2024,Eastern
597Y9,Grey,Trailer,COMPASS,2023,Trailer,11/27/2023,Canterbury
59G44,Silver,Trailer,TARMAC,2020,Trailer,12/6/2023,Bay of Plenty
5C667,Silver,Trailer,CANTERBURY FURNITURE,2016,Trailer - Heavy,1/10/2024,Canterbury
5D609,Black,Trailer,TONG ENGINEERING,2016,Trailer,4/22/2024,Wellington
5D750,Silver,Factory Built,BRENT SMITH TRAILERS,2016,Trailer,3/11/2024,Waikato
5H820,Silver,Trailer,GT TRAILER,2016,Trailer - Heavy,1/4/2024,Counties/Manukau
5H844,Brown,Trailer,DOMESTIC,2006,Trailer,1/23/2024,Northland
5J697,Silver,Trailer,HOBBIT,2016,Trailer,1/25/2024,Southern
5J823,Silver,Trailer,VULCAN,2016,Trailer,5/5/2024,Waitemata
5M887,Silver,Trailer,CUSTOM BUILT,2016,Trailer,11/21/2023,Waitemata
5N360,White,Caravan,AVONDALE DART,2006,Caravan,12/31/2023,Wellington
5R874,Silver,Trailer,ELITE 8X4,2016,Trailer,2/8/2024,Canterbury
5S903,Silver,Factory Built,ECO74,2016,Trailer,12/18/2023,Waikato
5T358,Silver,Trailer,4 X 8,2016,Trailer,4/15/2024,Northland
5T371,Silver,Factory Built,BRENT SMITH TRAILERS,2016,Trailer,11/17/2023,Central
5U647,Silver,Trailer,ROADCHIEF,2016,Trailer,3/24/2024,Northland
5ZYQ,Black,Suzuki,UZ50K8,2009,Moped,2/19/2024,Wellington
600N7,Silver,Titan,DOMESTIC TRAILER,2023,Trailer,1/4/2024,Bay of Plenty
6017X,,,,0,,4/30/2024,Canterbury
603S6,Silver,Trailer,PRO COMMERCIAL,2023,Trailer - Heavy,12/31/2023,Auckland City
608R3,Silver,Homebuilt,DOMESTIC TRAILER,2024,Trailer,1/24/2024,Northland
60U37,Silver,Trailer,TWINKLE,2020,Trailer,2/6/2024,Waitemata
60U90,Silver,Trailer,TANK,2020,Trailer,11/18/2023,Canterbury
60Y82,Silver,Pinto,CLASSIC 7X4,2020,Trailer,5/14/2024,Counties/Manukau
6103X,White,Toyota,Prius,2016,,1/5/2024,Counties/Manukau
611J2,Silver,Trailer,DOMESTIC TRAILER,2023,Trailer,4/11/2024,Wellington
611J8,Silver,Briford,TRAILER 8X4,2023,Trailer,12/5/2023,Waitemata
61U83,Red,Trailer,HOMEBUILT,2020,Trailer,12/1/2023,Southern
622K3,Black,Trailer,HOMEBUILT,2023,Trailer,12/26/2023,Central
623K3,Brown,Homebuilt,DOMESTIC,2023,Trailer,2/19/2024,Waikato
6267L,Green,Trailer,DOMESTIC TRAILER,1975,Trailer,12/23/2023,Tasman
626L6,White,Trailer,DOMESTIC,2023,Trailer,5/6/2024,Waikato
628Z4,Silver,Trailer,HOMEBUILT,2023,Trailer,1/16/2024,Waikato
62G32,Silver,Briford,10X4.6 TANDEM,2020,Trailer,12/12/2023,Canterbury
62H49,Silver,Trailer,SAFARI,2020,Trailer,1/28/2024,Wellington
62S74,Silver,Trailer,DOMESTIC TRAILER,2020,Trailer,3/16/2024,Auckland City
62U84,Silver,Trailer,DOMESTIC TRAILER,2020,Trailer,11/17/2023,Central
637Q2,Silver,Factory Built,CONCEPT TRAILERS,2023,Trailer,2/28/2024,Waikato
63E11,Grey,Trailer,TANK,2020,Trailer,5/15/2024,Canterbury
63G20,Silver,Homebuilt,TRAILER,1990,Trailer,2/3/2024,Counties/Manukau
63J91,Silver,Custombuilt,CAR TRAILER,2020,Trailer,3/17/2024,Central
63M64,Silver,Kea,KC95HYD.BP,2020,Trailer,4/10/2024,Tasman
63ZTG,Blue,Yamaha,WR,2008,Roadbike,2/23/2024,Wellington
640L2,Silver,Hoskings,DUEL AND BRAKED,2014,Boat Trailer,11/29/2023,Counties/Manukau
6491K,White,Oxford,COLONIAL 15,1971,Caravan,11/24/2023,Waikato
64J91,Silver,Trailer,ELITE 10X5 HD,2020,Trailer,4/30/2024,Counties/Manukau
64K17,Silver,Pinto,BRAKED TANDEM,2013,Trailer,3/5/2024,Counties/Manukau
64M74,Grey,Trailer,PLANT,2020,Trailer - Heavy,3/2/2024,Northland
64PJN,Blue,Homebuilt,MISC,1986,Trailer,3/21/2024,Waikato
64UYA,Yellow,Ducati,800,2003,Roadbike,3/22/2024,Waikato
64YSE,Black,Suzuki,AZ 50,2007,Moped,12/12/2023,Auckland City
650R3,Silver,Trailer,JOBMATE,2023,Trailer,3/5/2024,Eastern
653J8,White,Swift,CORNICHE,1994,Caravan,2/27/2024,Canterbury
657D1,Grey,Trailer,FLAT-DECK TRAILER,2023,Trailer,2/15/2024,Waikato
65A71,Silver,Homebuilt,TRAILER,2020,Trailer,1/26/2024,Waikato
65D45,Grey,Trailer,DIAMOND,2017,Trailer,12/17/2023,Counties/Manukau
65P52,Silver,Trailer,PRESCOTT,2020,Trailer - Heavy,2/12/2024,Bay of Plenty
65ZKJ,Green,Triumph,SPEED TRIPLE,2007,Roadbike,3/15/2024,Eastern
661T8,Silver,Homebuilt,FLAT-DECK TRAILER,2010,Trailer,3/29/2024,Waitemata
6625G,Silver,Homebuilt,TRAILER,1997,Trailer,12/3/2023,Canterbury
663S4,Silver,Titan,DOMESTIC TRAILER,2023,Trailer,1/9/2024,Counties/Manukau
663U9,Silver,Titan,DOMESTIC TRAILER,2023,Trailer,1/9/2024,Counties/Manukau
665R9,Silver,Trailer,MAC JET SKI,2022,Boat Trailer,1/12/2024,Waikato
66J99,Silver,Trailer,T02,2020,Trailer,4/6/2024,Wellington
676E6,Silver,Trailer,ELITE 10X6 ATV,2023,Trailer,12/27/2023,Auckland City
677ZO,White,Pioneer,DELUXE,1973,Caravan,11/30/2023,Waikato
678Z3,Silver,Pinto,EXCAVATOR 10X5,2023,Trailer,1/16/2024,Canterbury
67N75,Silver,Pinto,CAR TRANSPORTER,2020,Trailer,4/2/2024,Waitemata
67UYK,Black,Triumph,BONNEVILLE,2003,Roadbike,3/30/2024,Wellington
67YHR,Yellow,Suzuki,DR650SE,2006,Roadbike,4/10/2024,Central
67ZHQ,Silver,Moped,PGO COMET,2008,Moped,4/23/2024,Canterbury
680B8,Silver,Trailer,TUFF,2023,Trailer,12/27/2023,Waikato
682Q5,Silver,Trailer,X-TRAILERS,2023,Trailer,4/12/2024,Waikato
682Q8,Silver,Trailer,X-TRAILERS,2023,Trailer,2/14/2024,Waikato
6847H,Red,Homebuilt,DOMESTIC TRAILER,1997,Trailer,1/29/2024,Counties/Manukau
684L3,Grey,Trailer,FREWZA,2023,Boat Trailer,4/28/2024,Northland
684U8,Grey,Homebuilt,TRAILER,2022,Caravan,3/17/2024,Wellington
687D9,Silver,Trailer,HUTAN,2012,Trailer,1/8/2024,Waitemata
689G8,Grey,Trailer,COMMERCIAL,2023,Trailer - Heavy,12/5/2023,Auckland City
689R8,Silver,Trailer,BRIAN JAMES HX2.15,2023,Trailer,2/1/2024,Waitemata
68J95,Silver,Trailer,DOMESTIC TRAILER,2016,Trailer,2/13/2024,Waitemata
68TYJ,Green,Kawasaki,VN,1998,Roadbike,3/13/2024,Waikato
68ZJC,Black,Honda,VTR,1999,Roadbike,3/15/2024,Waitemata
68ZNK,Silver,Yamaha,CV50,2008,Moped,5/9/2024,Wellington
693T1,Silver,KIWIAZ,TRAILER,2023,Trailer,2/29/2024,Bay of Plenty
6979R,Grey,Factory Built,MUDGWAY 643,2000,Boat Trailer,1/16/2024,Waikato
69BEL,Brown,Trailer,LOCAL,1974,Trailer,12/30/2023,Tasman
69E81,Silver,Trailer,TRAYLA,2020,Trailer,1/9/2024,Wellington
69N73,Silver,Trailer,HOMEBUILT,2020,Trailer,12/1/2023,Wellington
6B289,Silver,Trailer,CAR TRANSPORTER,2017,Trailer,12/4/2023,Waikato
6G156,Grey,Trailer,AP 1,2013,Trailer,3/7/2024,Canterbury
6K985,Silver,Titan,CAR CARRIER,2017,Trailer,4/2/2024,Counties/Manukau
6MARS9,Red,Ford,COURIER,2002,Utility,3/24/2024,Waikato
6R931,Grey,Titan,8X5,2017,Trailer,2/12/2024,Auckland City
6S174,Silver,Trailer,FACTORY BUILT,2017,Trailer,3/11/2024,Tasman
6T193,Silver,Trailer,HOMEBUILT,2002,Trailer,3/9/2024,Northland
6T209,White,Trailer,DOMESTIC,2017,Trailer,3/14/2024,Auckland City
6U786,Silver,Trailer,SMITHS ATTACHMENTS,2017,Trailer,12/20/2023,Southern
6Y295,Silver,Trailer,HOMEBUILT,2017,Trailer,3/2/2024,Tasman
7026W,Silver,Kea,K645W,2001,Trailer,12/15/2023,Waikato
705Z9,Silver,Factory Built,BRENT SMITH TRAILERS,2023,Trailer,4/9/2024,Central
708G,White,Jayco,HAWK CAMPER,1997,Caravan,11/19/2023,Northland
709H1,Silver,Trailer,SINGLE AXEL,2023,Trailer - Heavy,12/14/2023,Bay of Plenty
709U5,White,Caravan,CUSTOM,1969,Caravan,1/12/2024,Auckland City
70B36,Silver,Trailer,CHOOKS 7X4S,2020,Trailer,12/1/2023,Central
70D92,Silver,Briford,6X4,2020,Trailer,11/24/2023,Canterbury
70NMD,Blue,Trailer,,1985,Trailer,1/12/2024,Central
70R24,Black,Trailer,DOMESTIC TRAILER,2020,Trailer,3/6/2024,Counties/Manukau
70YDY,Blue,Honda,TODAY,2005,Moped,4/24/2024,Canterbury
712J6,Silver,Trailer,BST 2023D,2023,Trailer,2/5/2024,Counties/Manukau
712T2,Silver,Trailer,BST85D,2023,Trailer,5/3/2024,Counties/Manukau
719L9,Grey,Trailer,COMMERCIAL,2023,Trailer - Heavy,12/22/2023,Waikato
71A24,Silver,Factory Built,FARNLEYS JETSKIS,2020,Boat Trailer,3/25/2024,Canterbury
71D48,Black,Homebuilt,TRAILER,2020,Trailer - Heavy,2/12/2024,Waitemata
71D48,Black,Homebuilt,TRAILER,2020,Trailer - Heavy,5/8/2024,Waitemata
71S82,Silver,DMW,PREMIER 440,2020,Boat Trailer,5/10/2024,Waitemata
71S98,Black,Trailer,HOMEBUILT,2020,Trailer,12/18/2023,Counties/Manukau
720B5,Silver,Trailer,750,2023,Trailer,1/30/2024,Waitemata
72K10,Black,Homebuilt,TRAILER,2015,Trailer,3/3/2024,Waikato
72Q57,Silver,Trailer,BOAT,2020,Boat Trailer,2/29/2024,Counties/Manukau
72UZB,Blue,PGO,COMET,2003,Moped,4/4/2024,Canterbury
72ZFU,Green,Kawasaki,ZX,2000,Roadbike,11/27/2023,Canterbury
7305J,Silver,Factory Built,BRENT SMITH TRAILERS,1998,Trailer,12/18/2023,Central
731S8,Grey,Trailer,DOMESTIC,2023,Trailer,3/11/2024,Central
73B74,Silver,Trailer,ROAD CHEIF,2020,Trailer,4/26/2024,Eastern
73D52,Silver,Diamond,TRAILER,2020,Trailer,2/20/2024,Counties/Manukau
740U6,Silver,Trailer,DOMESTIC 7FT X 4FT,2024,Trailer,4/15/2024,Counties/Manukau
741C8,Silver,Trailer,BOAT,2024,Boat Trailer,2/4/2024,Northland
74B54,Silver,Trailer,TUFF,2020,Trailer,3/4/2024,Bay of Plenty
74K56,Silver,Trailer,TANDEM,2020,Trailer,12/9/2023,Counties/Manukau
74M78,Silver,Trailer,ELITE 7X4 C.P,2020,Trailer,5/5/2024,Southern
74ZRE,Black,Suzuki,GN250,2005,Roadbike,4/26/2024,Counties/Manukau
74ZZM,Black,Suzuki,SFV650K9,2009,Roadbike,1/1/2024,Auckland City
7529N,Green,Trailer,BRIFORD,1999,Trailer,3/19/2024,Southern
755R2,Silver,Trailer,BOAT TRAILER,2022,Boat Trailer,4/1/2024,Waitemata
75F16,Silver,Trailer,ELITE 7X4,2020,Trailer,2/21/2024,Canterbury
75N38,Silver,Trailer,BOAT,2015,Boat Trailer,2/19/2024,Waitemata
75QTK,Silver,Homebuilt,MISC,1987,Trailer,4/10/2024,Bay of Plenty
75W51,Silver,Trailer,PRESCOTT,2013,Trailer,5/9/2024,Bay of Plenty
75YNH,Blue,Honda,SCV,2006,Roadbike,2/29/2024,Waitemata
7610U,Silver,Trailer,KEA ALMAC,2001,Trailer,11/30/2023,Central
7638P,Grey,Trailer,LOCAL,2000,Trailer,1/11/2024,Waikato
766R6,Silver,Trailer,TUFF,2024,Trailer,4/28/2024,Waitemata
76A33,Silver,Pinto,TRADE WELLSIDE,2017,Trailer,12/18/2023,Counties/Manukau
76D23,Silver,Homebuilt,BOAT TRAILER,2020,Boat Trailer,5/8/2024,Canterbury
76L40,Black,Steelbro,SBSS343F,2020,Trailer - Heavy,4/4/2024,Counties/Manukau
76M93,Silver,Trailer,TRAYLA,2020,Trailer,2/8/2024,Central
770AE,Silver,Kea,TRAILER,2000,Trailer,3/4/2024,Bay of Plenty
775R4,Silver,Trailer,BSTBD85,2024,Trailer,4/8/2024,Auckland City
77B37,Grey,Trailer,DOMESTIC,2020,Trailer,4/2/2024,Eastern
77D15,Black,Homebuilt,TRAILER,2020,Trailer,3/2/2024,Auckland City
781E3,White,Trailer,BOAT,2014,Boat Trailer,2/24/2024,Northland
781Q3,Silver,Trailer,HOMEBUILD,2024,Trailer,4/20/2024,Counties/Manukau
7853H,Silver,Trailer,BOAT,1974,Boat Trailer,2/14/2024,Counties/Manukau
7878N,Silver,Factory Built,BRENT SMITH TRAILERS,1999,Trailer,4/26/2024,Central
78C30,Silver,Trailer,AVALON,2020,Trailer,12/4/2023,Eastern
78F86,Silver,Trailer,M J SINGLE AXLE,2020,Trailer,5/14/2024,Canterbury
78K31,Grey,Trailer,HOMEBUILD,2020,Trailer,4/16/2024,Bay of Plenty
78M26,Silver,Trailer,ELITE 8X4,2020,Trailer,12/4/2023,Canterbury
78MSZ,Blue,Trailer,LOCAL,1984,Trailer,2/19/2024,Counties/Manukau
78ZYR,Red,Suzuki,SJ,2006,Moped,2/14/2024,Wellington
799AG,Silver,Trailer,TRAILER WORLD 8X5,2002,Trailer,3/8/2024,Bay of Plenty
79M20,Silver,Briford,7X4,2020,Trailer,5/12/2024,Canterbury
79M78,Silver,Reid,TRAILER,2020,Trailer - Heavy,1/22/2024,Auckland City
7C473,Red,Mills - Tui,F175,2017,Trailer - Heavy,3/12/2024,Bay of Plenty
7C897,Silver,Trailer,ELITE 8X5R/0,2017,Trailer,5/2/2024,Auckland City
7C907,Silver,Trailer,BOAT TRAILER,2017,Boat Trailer,1/15/2024,Waitemata
7D422,Silver,Trailer,DOMESTIC TRAILER,2017,Trailer,1/23/2024,Waitemata
7D465,White,Homebuilt,TANKER,2004,Trailer - Heavy,2/19/2024,Eastern
7EEMO,Blue,Yamaha,MT03LA,2023,Roadbike,5/14/2024,Counties/Manukau
7F495,Silver,Titan,DOMESTIC TRAILER,2017,Trailer,5/11/2024,Eastern
7F919,Silver,Trailer,LOCAL,1990,Boat Trailer,1/31/2024,Waikato
7G197,Grey,Trailer,FACTORY BUILT,2017,Boat Trailer,12/11/2023,Auckland City
7G265,Silver,Trailer,VULCAN,2017,Trailer,3/2/2024,Waitemata
7G648,Silver,Pinto,FLATDECK,2017,Trailer,4/9/2024,Waikato
7H269,Grey,Homebuilt,TRAILER,2017,Trailer,1/24/2024,Central
7H520,Silver,Trailer,GORILLA,2017,Trailer,3/4/2024,Wellington
7J743,Black,Trailer,LOCAL TANDEM,2017,Trailer - Heavy,4/2/2024,Waikato
7L940,Silver,Trailer,TRAILER WORLD CUSTOM,2017,Trailer,3/11/2024,Wellington
7M489,Silver,Factory Built,TRAILER,2017,Trailer,3/18/2024,Canterbury
7M497,Green,Homebuilt,TRAILER,2017,Trailer,2/1/2024,Canterbury
7P198,Silver,Trailer,COMPASS-KHWC1200,2017,Trailer,4/19/2024,Auckland City
7P496,White,Reid,TRAILER,2017,Trailer - Heavy,3/29/2024,Counties/Manukau
7P776,Black,Trailer,HOMEMADE,1984,Trailer,1/23/2024,Tasman
7T715,Silver,Trailer,ELITE 8X5R/O,2017,Trailer,4/24/2024,Counties/Manukau
7Y793,Silver,Trailer,EXTOL CABLE,2017,Trailer - Heavy,3/26/2024,Counties/Manukau
7Z225,Silver,Trailer,ELITE 8X5 TANDEM,2010,Trailer,3/10/2024,Canterbury
7Z405,Silver,DMW,THUNDERCAT,2017,Boat Trailer,4/12/2024,Auckland City
7Z534,Silver,Trailer,CAR DOLLY,2017,Trailer,5/15/2024,Counties/Manukau
8019J,Grey,Trailer,HOMEMADE,1998,Trailer,12/23/2023,Canterbury
80A24,Grey,Trailer,TANDEM,2021,Trailer,12/6/2023,Canterbury
80HCR,,,,0,,12/17/2023,Waikato
80N27,Grey,Trailer,CT DIG GT,2020,Trailer,12/12/2023,Eastern
80T94,Grey,Trailer,JFK JETSKI,2020,Boat Trailer,11/24/2023,Waikato
81S65,Silver,Factory Built,CONCEPT TRAILERS,2021,Trailer,2/7/2024,Waikato
81S65,Silver,Factory Built,CONCEPT TRAILERS,2021,Trailer,2/8/2024,Waikato
81T12,Silver,Briford,TRAILER,2006,Trailer,12/31/2023,Counties/Manukau
81UTS,Red,Yamaha,SH50,1990,Moped,11/19/2023,Eastern
82BLF,Yellow,Trailer,,1974,Trailer,1/18/2024,Wellington
82W30,Silver,Trailer,IFOR WILLIAMS,2021,Trailer,11/23/2023,Waitemata
83A57,Silver,Trailer,PRESCOTT,2021,Trailer,4/22/2024,Auckland City
83C92,Silver,Trailer,GORILLA,2021,Trailer,4/11/2024,Canterbury
83F49,Silver,Trailer,BOAT,2021,Boat Trailer,1/6/2024,Waitemata
83L81,White,Trailer,HOME BUILD,2021,Trailer,12/29/2023,Waikato
83R12,Silver,Trailer,ELITE 10X5,2021,Trailer,12/22/2023,Canterbury
84N72,Black,Homebuilt,TRAILER,2021,Trailer,1/9/2024,Wellington
84Z59,Silver,Trailer,SAFARI,2021,Trailer,3/27/2024,Tasman
8584I,Grey,Briford,TRAILER 7X4 TIPPER,1998,Trailer,12/5/2023,Canterbury
85H28,Silver,Trailer,BSTB84,2021,Trailer,2/22/2024,Waikato
85NDK,Grey,Trailer,,1984,Trailer,4/6/2024,Canterbury
86N96,Silver,Trailer,ELITE 10X5,2021,Trailer,12/25/2023,Northland
86S27,Grey,Homebuilt,TRAILER,2021,Trailer,12/22/2023,Canterbury
86USD,Blue,Triumph,BONNEVILLE,1979,Roadbike,11/23/2023,Waitemata
87F52,Silver,Lochiel,4X2 PLATFORM,2021,Trailer,1/5/2024,Southern
87KZH,Brown,Trailer,HOMEMADE,1982,Trailer,3/13/2024,Canterbury
87L58,Silver,Trailer,GORILLA,2020,Trailer,5/14/2024,Canterbury
87U83,Grey,Condor,TRAILER,2021,Trailer - Heavy,5/6/2024,Auckland City
87W91,Green,Homebuilt,TRAILER,2005,Trailer - Heavy,3/4/2024,Waikato
87ZAP,Yellow,Suzuki,DR-Z250,2007,Roadbike,2/2/2024,Wellington
88K46,White,Trailer,DOMESTIC TRAILER,2021,Trailer,1/15/2024,Waitemata
88S29,Silver,Trailer,SRT EXCAVATOR,2021,Trailer,1/4/2024,Canterbury
88YKY,Silver,Yamaha,FZR,1989,Roadbike,1/27/2024,Canterbury
8933P,Black,Trailer,HOMEBUILT,1989,Trailer,3/9/2024,Waikato
89F45,Silver,Trailer,ELITE 8*4,2021,Trailer,12/9/2023,Canterbury
89YKL,Blue,Yamaha,SX-4W,2007,Roadbike,4/26/2024,Counties/Manukau
8A398,Silver,Trailer,TANDEM,2017,Trailer,4/9/2024,Northland
8A658,Silver,Titan,DOMESTIC TRAILER,2017,Trailer,3/11/2024,Waikato
8C320,Grey,Trailer,HOMEBUILT,2010,Trailer,5/2/2024,Waikato
8C909,Grey,Trailer,FUTURA,2017,Trailer,1/3/2024,Auckland City
8CC8,White,Land Rover,RANGE ROVER SPORT,2022,Stationwagon,5/8/2024,Waitemata
8DEEP,Red,Holden,VS COMMODORE,1997,Saloon,4/22/2024,Counties/Manukau
8H590,White,Trailer,GO FAST 002,2018,Trailer,4/14/2024,Waikato
8J368,White,Reid,TRAILER,2017,Trailer - Heavy,11/20/2023,Northland
8L368,Grey,Trailer,BOAT TRAILER,2017,Boat Trailer,12/15/2023,Eastern
8LZC,Brown,Honda,XM400T,1983,Roadbike,3/28/2024,Bay of Plenty
8M251,Grey,Trailer,XTREME,2017,Boat Trailer,3/8/2024,Northland
8N764,Silver,Trailer,UTBT,2017,Trailer,4/28/2024,Waitemata
8N773,Silver,Trailer,UT85C,2017,Trailer,12/15/2023,Tasman
8P953,Black,Homebuilt,DOMESTIC TRAILER,2018,Trailer,11/20/2023,Waikato
8PEC,Yellow,Liteweight,TRACKER,1985,Caravan,1/23/2024,Waikato
8T511,Grey,Trailer,STABICRAFT,2017,Boat Trailer,12/24/2023,Bay of Plenty
8T543,Silver,Briford,8X5 TANDEM,2017,Trailer,4/8/2024,Waitemata
8W837,Silver,Trailer,VULCAN,2018,Trailer,2/20/2024,Waitemata
8Z430,Black,Trailer,HOMEBUILT,2018,Trailer,4/26/2024,Wellington
8Z615,White,Bailey,ORION/430/4,2011,Caravan,12/26/2023,Central
8Z767,Silver,Homebuilt,DOMESTIC,1987,Trailer,11/22/2023,Counties/Manukau
90W61,Yellow,Classic,OXFORD,1969,Caravan,12/13/2023,Waikato
90Z62,Silver,Trailer,ELITE 7X4,2015,Trailer,12/11/2023,Canterbury
91ZDF,Blue,Suzuki,UZ,2007,Roadbike,11/20/2023,Eastern
920AF,Silver,Kea,K844T2,2002,Trailer,2/27/2024,Counties/Manukau
92PXC,Grey,Trailer,HOMEMADE,1974,Trailer,3/14/2024,Counties/Manukau
93J71,White,Trailer,FUEL TANK,2021,Trailer,3/2/2024,Waikato
93WFD,Red,Factory Built,TGB 202T,2004,Moped,12/25/2023,Waikato
93WWG,Green,John Deere,6220,2005,Tractor,2/1/2024,Waikato
9450P,Silver,Pinto,SUPER WELLSIDE,2000,Trailer,2/2/2024,Waitemata
94J80,Grey,Trailer,DMNZ MACH 1,2021,Trailer,1/12/2024,Auckland City
94T13,Silver,Trailer,ELITE 8X4,2021,Trailer,12/6/2023,Auckland City
94WCM,Yellow,Triumph,SPRINT,2002,Roadbike,2/22/2024,Wellington
954P,Silver,Trailer,LOCAL,1999,Trailer,4/12/2024,Wellington
95C46,Silver,Trailer,TUFF,2021,Trailer,1/30/2024,Eastern
95K17,Silver,Trailer,COMPASS-D105,2021,Trailer,1/17/2024,Auckland City
95M75,Grey,Trailer,LOCAL,1992,Boat Trailer,5/9/2024,Wellington
95Y90,Silver,Trailer,ALLROAD,2021,Trailer,3/26/2024,Central
9610Z,White,Trailer,HOMEMADE,2002,Trailer,1/8/2024,Canterbury
96A68,Grey,Trailer,DOMESTIC,2021,Trailer,2/3/2024,Bay of Plenty
9729T,Orange,TMC,4H,2001,Trailer - Heavy,3/24/2024,Counties/Manukau
97B74,Silver,Trailer,HOMEBUILT,2021,Trailer,3/27/2024,Waikato
97F95,Green,Trailer,BWC STUMPY,2021,Trailer,5/3/2024,Eastern
97HII,Black,Triumph,BONNEVILLE,1979,Roadbike,11/30/2023,Waikato
97N27,Silver,Homebuilt,TRAILER MCG,2021,Trailer,5/7/2024,Canterbury
