no_plate,color,company_name,vehicle_desc,model_year,vehicle_type,date_stolen,district_name
GED687,Grey,BMW,750LI,2005,Saloon,3/24/2024,Central
GEG781,Silver,Holden,EPICA,2011,Saloon,3/19/2024,Counties/Manukau
GEG829,Red,Holden,EPICA,2011,Saloon,5/2/2024,Bay of Plenty
GEN666,Silver,Honda,ODYSSEY,2000,Stationwagon,12/18/2023,Eastern
GEN817,White,Nissan,NAVARA,2011,Cab and Chassis Only,4/19/2024,Auckland City
GEQ858,Black,Holden,COMMODORE,2010,Utility,2/17/2024,Bay of Plenty
GER229,Grey,Subaru,FORESTER,2002,Stationwagon,4/10/2024,Eastern
GEY329,Silver,Mazda,ATENZA,2006,Saloon,1/13/2024,Central
GEY855,Red,Toyota,HIACE,2012,Light Van,2/11/2024,Counties/Manukau
GFC473,Black,Mazda,ATENZA,2005,Stationwagon,11/19/2023,Waikato
GFD487,Black,Nissan,WINGROAD,2006,Stationwagon,4/12/2024,Waitemata
GFE679,Grey,Volkswagen,AMAROK,2012,Utility,5/8/2024,Auckland City
GFG90,Red,Honda,INSIGHT,2012,Saloon,3/12/2024,Waikato
GFH709,Silver,Holden,CRUZE,2012,Saloon,3/25/2024,Southern
GFM218,Blue,Subaru,FORESTER,2012,Stationwagon,3/5/2024,Counties/Manukau
GFN531,Grey,Ford,TERRITORY,2012,Stationwagon,11/28/2023,Bay of Plenty
GFR171,Silver,Honda,ACCORD,2000,Stationwagon,11/21/2023,Wellington
GFR487,White,Mitsubishi,MIRAGE,1999,Hatchback,4/23/2024,Auckland City
GFS359,White,Mazda,ATENZA,2008,Stationwagon,4/11/2024,Northland
GFS653,Black,Holden,EPICA,2007,Saloon,11/19/2023,Counties/Manukau
GFZ560,Silver,Nissan,NAVARA,2012,Cab and Chassis Only,2/5/2024,Auckland City
GGC324,Black,Mazda,CX-7,2012,Stationwagon,4/1/2024,Counties/Manukau
GGC440,Silver,Nissan,NAVARA,2012,Utility,1/31/2024,Waitemata
GGC632,Black,BMW,M5,2005,Saloon,4/21/2024,Counties/Manukau
GGC807,Silver,Nissan,LIBERTY,2001,Stationwagon,2/16/2024,Canterbury
GGD879,Brown,Ford,TERRITORY,2012,Stationwagon,12/13/2023,Bay of Plenty
GGG56,Brown,Volkswagen,AMAROK,2012,Utility,2/24/2024,Waikato
GGH866,Silver,Mini,COOPER,2010,Hatchback,4/22/2024,Auckland City
GGH999,Silver,Toyota,WISH,2005,Stationwagon,3/4/2024,Bay of Plenty
GGJ562,Grey,Mazda,ATENZA,2003,Stationwagon,3/19/2024,Wellington
GGK318,Red,Nissan,BLUEBIRD,2002,Saloon,4/9/2024,Auckland City
GGL479,Brown,Toyota,RAUM,2004,Stationwagon,4/13/2024,Auckland City
GGR538,Silver,Nissan,ELGRAND,2000,Stationwagon,5/15/2024,Counties/Manukau
GGY449,White,Mazda,DEMIO,2006,Hatchback,11/18/2023,Northland
GGZ411,White,Honda,CIVIC,2000,Hatchback,1/3/2024,Counties/Manukau
GHE235,Grey,Mitsubishi,LANCER,2012,Saloon,4/1/2024,Counties/Manukau
GHE955,Blue,Dodge,JOURNEY,2012,Stationwagon,2/10/2024,Waitemata
GHG257,Red,Volkswagen,GOLF,2006,Stationwagon,1/2/2024,Northland
GHJ742,White,Toyota,HIACE,2012,Light Van,11/29/2023,Counties/Manukau
GHJ754,White,Toyota,CAMRY,2012,Saloon,12/28/2023,Counties/Manukau
GHN953,Silver,Holden,CAPTIVA,2012,Stationwagon,11/22/2023,Bay of Plenty
GHQ708,Pink,Honda,FIT,2002,Hatchback,2/3/2024,Northland
GHQ804,Silver,Volkswagen,GOLF,2007,Hatchback,4/22/2024,Wellington
GHS694,Black,Ford,TERRITORY,2011,Stationwagon,4/9/2024,Wellington
GHT272,White,Mitsubishi,LANCER,2005,Stationwagon,5/15/2024,Counties/Manukau
GHU865,Black,Mazda,ATENZA,2005,Saloon,12/29/2023,Southern
GHZ843,White,Nissan,NAVARA,2012,Utility,11/20/2023,Waikato
GJA821,Silver,Mazda,BOUNTY,2003,Utility,11/22/2023,Auckland City
GJB434,Grey,Toyota,ESTIMA,2004,Stationwagon,2/12/2024,Waikato
GJC403,White,Holden,COMMODORE,2004,Saloon,4/23/2024,Bay of Plenty
GJF878,Grey,Honda,ACCORD,2004,Saloon,4/16/2024,Waikato
GJK999,Red,Holden,CAPTIVA,2012,Stationwagon,4/16/2024,Eastern
GJM135,White,Ford,RANGER,2012,Utility,5/8/2024,Wellington
GJN255,White,Toyota,VITZ,2006,Hatchback,5/2/2024,Counties/Manukau
GJN779,White,Toyota,ESTIMA,2000,Stationwagon,11/19/2023,Counties/Manukau
GJQ819,Blue,Toyota,AVENSIS,2007,Saloon,3/29/2024,Waitemata
GJR856,White,Mazda,BOUNTY,2004,Utility,4/3/2024,Waikato
GJS207,White,Mazda,ATENZA,2007,Stationwagon,12/15/2023,Canterbury
GJS588,Blue,Volvo,C30,2008,Hatchback,11/20/2023,Waitemata
GJZ362,Grey,Holden,CAPTIVA,2012,Stationwagon,11/20/2023,Wellington
GKA858,Brown,Mitsubishi,TRITON,2012,Utility,4/3/2024,Bay of Plenty
GKB70,Silver,Ford,TERRITORY,2012,Stationwagon,3/17/2024,Auckland City
GKB855,Silver,Toyota,IPSUM,2002,Stationwagon,5/11/2024,Wellington
GKE178,Red,Nissan,NAVARA,2012,Utility,4/6/2024,Bay of Plenty
GKN764,Red,Toyota,HILUX,2012,Utility,4/16/2024,Bay of Plenty
GKP568,Black,Honda,ODYSSEY,2005,Stationwagon,3/8/2024,Counties/Manukau
GKR553,Blue,Toyota,CAMRY,2008,Saloon,1/4/2024,Bay of Plenty
GKU273,White,Ford,COURIER,2002,Utility,2/14/2024,Waitemata
GKU561,Grey,Hyundai,SANTA FE,2012,Stationwagon,5/8/2024,Counties/Manukau
GKZ160,Blue,Mitsubishi,COLT,2009,Hatchback,5/9/2024,Waitemata
GLA536,Grey,Ford,RANGER,2012,Utility,2/23/2024,Northland
GLB92,Black,Holden,COMMODORE,2008,Saloon,1/1/2024,Auckland City
GLJ536,Blue,Mazda,CX-5,2012,Stationwagon,5/6/2024,Auckland City
GLP884,White,Toyota,CAMRY,2012,Saloon,5/11/2024,Counties/Manukau
GLS713,White,Toyota,HILUX,2012,Utility,4/15/2024,Wellington
GLU845,Red,Toyota,FUNCARGO,2000,Stationwagon,1/27/2024,Wellington
GLZ577,White,Isuzu,D-MAX,2012,Utility,1/5/2024,Bay of Plenty
GM2136,Brown,Ford,FAIRLANE,1973,Saloon,5/14/2024,Wellington
GME218,White,Honda,CIVIC,2005,Saloon,5/8/2024,Canterbury
GME278,White,Toyota,HIACE,2008,Light Van,2/21/2024,Canterbury
GMG311,Silver,Honda,ACCORD,2005,Saloon,11/23/2023,Auckland City
GMG580,White,Mitsubishi,TRITON,2012,Utility,3/25/2024,Bay of Plenty
GMH,Black,Nissan,SAFARI,1992,Stationwagon,1/8/2024,Auckland City
GMH697,Blue,Ford,FOCUS,2012,Saloon,5/10/2024,Counties/Manukau
GMH881,Black,Mazda,ATENZA,2007,Stationwagon,4/22/2024,Bay of Plenty
GMK881,Red,Toyota,CELICA,2002,Sports Car,5/3/2024,Auckland City
GML467,White,Honda,CRX SPORTS,1984,Hatchback,3/24/2024,Eastern
GMM544,Blue,Mazda,DEMIO,2004,Hatchback,4/22/2024,Bay of Plenty
GMM796,Silver,Toyota,COROLLA,2012,Stationwagon,3/7/2024,Counties/Manukau
GMN273,Grey,Mazda,DEMIO,2005,Stationwagon,3/29/2024,Central
GMP536,Green,Toyota,RAUM,2004,Stationwagon,5/3/2024,Auckland City
GMP692,Green,Toyota,HIACE,1995,Light Van,5/2/2024,Counties/Manukau
GMP943,Blue,Mercedes-Benz,C,2012,Saloon,12/27/2023,Counties/Manukau
GMQ880,Blue,Mazda,AXELA,2006,Hatchback,3/8/2024,Wellington
GMS94,Blue,Honda,ACCORD,2004,Saloon,4/2/2024,Auckland City
GMT708,Grey,Holden,CAPTIVA,2012,Stationwagon,2/7/2024,Canterbury
GMY992,White,Toyota,CAMRY,2012,Saloon,1/7/2024,Counties/Manukau
GMZ444,Silver,Mercedes-Benz,C180,2003,Saloon,3/25/2024,Eastern
GNC387,Black,Mazda,ATENZA,2007,Stationwagon,3/12/2024,Wellington
GNC634,White,Ford,COURIER,2001,Utility,12/9/2023,Counties/Manukau
GNE782,Blue,Toyota,VITZ,2004,Hatchback,3/24/2024,Eastern
GNJ328,Silver,Mazda,FAMILIA,2002,Saloon,1/28/2024,Bay of Plenty
GNK584,Black,Kia,CERATO,2012,Hatchback,12/10/2023,Canterbury
GNN643,Blue,Toyota,HILUX,1996,Stationwagon,1/4/2024,Canterbury
GNN964,Silver,Toyota,RAUM,2004,Hatchback,12/9/2023,Auckland City
GNR168,Blue,Toyota,VITZ,2005,Hatchback,4/13/2024,Central
GNR310,Red,Toyota,PRADO,2000,Stationwagon,3/27/2024,Counties/Manukau
GNT561,White,Toyota,HILUX,2012,Utility,4/22/2024,Central
GNU761,Silver,Holden,CAPTIVA,2012,Stationwagon,2/25/2024,Waikato
GPC715,Black,Mazda,CX-7,2007,Stationwagon,3/17/2024,Canterbury
GPD916,Silver,Nissan,TIIDA,2007,Hatchback,2/14/2024,Central
GPG948,White,Toyota,HILUX,2012,Utility,1/25/2024,Bay of Plenty
GPL227,Grey,Mazda,AXELA,2007,Stationwagon,2/20/2024,Canterbury
GPQ798,Grey,Nissan,NAVARA,2008,Utility,1/25/2024,Bay of Plenty
GPR457,White,Suzuki,SPLASH,2012,Hatchback,1/28/2024,Canterbury
GPR591,Green,Eunos,ROADSTER,1992,Convertible,12/23/2023,Canterbury
GPR736,Gold,Holden,CAPTIVA,2012,Stationwagon,5/9/2024,Bay of Plenty
GPS484,Blue,Nissan,BLUEBIRD,2007,Saloon,2/11/2024,Auckland City
GPU615,Black,Holden,CRUZE,2012,Hatchback,2/2/2024,Tasman
GQD404,Black,Audi,ALLROAD,2003,Stationwagon,5/12/2024,Bay of Plenty
GQD744,Silver,Nissan,TIIDA,2007,Saloon,5/3/2024,Waitemata
GQD748,Silver,Nissan,TIIDA,2007,Saloon,2/5/2024,Auckland City
GQG79,Black,Suzuki,SWIFT,2008,Hatchback,12/26/2023,Wellington
GQG982,White,Suzuki,SWIFT,2006,Hatchback,2/2/2024,Auckland City
GQH349,Grey,Hyundai,ELANTRA,2005,Saloon,1/29/2024,Northland
GQJ854,Silver,Toyota,MARKX,2005,Saloon,12/10/2023,Counties/Manukau
GQN772,White,Mazda,BT-50,2012,Utility,2/26/2024,Waitemata
GQR175,Blue,Ford,FOCUS,2012,Hatchback,3/3/2024,Bay of Plenty
GQW58,Grey,Mazda,ATENZA,2003,Stationwagon,2/16/2024,Wellington
GRB419,White,Toyota,ALLION,2006,Saloon,12/8/2023,Bay of Plenty
GRC439,White,Holden,COMMODORE,2008,Saloon,4/7/2024,Bay of Plenty
GRH138,White,Iveco,EUROCARGO,2007,Other Truck,2/26/2024,Eastern
GRH440,Blue,Toyota,VITZ,2005,Hatchback,3/22/2024,Central
GRM373,Silver,Nissan,DUALIS,2007,Stationwagon,3/7/2024,Counties/Manukau
GRQ711,White,Caterpillar,CT,2013,Other Truck,3/24/2024,Counties/Manukau
GRR283,Silver,Toyota,ALLEX,2006,Hatchback,4/6/2024,Auckland City
GRU195,Silver,Honda,ACCORD,2004,Saloon,12/13/2023,Wellington
GRU599,Blue,Toyota,SPACIO,2004,Stationwagon,5/16/2024,Central
GRW499,Green,Ford,COURIER,2000,Utility,4/27/2024,Canterbury
GRW728,Green,Mazda,DEMIO,2008,Hatchback,3/10/2024,Canterbury
GSB702,Pink,Toyota,COROLLA,2005,Hatchback,2/17/2024,Waitemata
GSB754,White,Toyota,PRIUS,2009,Hatchback,5/12/2024,Counties/Manukau
GSD838,White,Ford,COURIER,2002,Utility,4/16/2024,Canterbury
GSG666,Grey,Holden,CAPTIVA,2013,Stationwagon,2/29/2024,Counties/Manukau
GSK971,Silver,Holden,COMMODORE,2003,Saloon,2/26/2024,Canterbury
GSL947,White,Chery,J11,2013,Hatchback,4/30/2024,Canterbury
GSM393,Black,Ford,RANGER,2013,Utility,11/20/2023,Bay of Plenty
GSM80,White,Isuzu,D-MAX,2013,Utility,4/13/2024,Central
GSM903,Silver,Lexus,CT200H,2013,Hatchback,1/16/2024,Counties/Manukau
GSS366,Silver,Mazda,DEMIO,2004,Hatchback,12/30/2023,Counties/Manukau
GSS378,Red,Mazda,CX-7,2007,Stationwagon,4/23/2024,Counties/Manukau
GSS397,Silver,Honda,INSPIRE,2004,Saloon,5/9/2024,Counties/Manukau
GST619,Blue,Mitsubishi,OUTLANDER,2013,Stationwagon,5/6/2024,Waikato
GSU806,Red,Nissan,MARCH,2005,Hatchback,5/5/2024,Counties/Manukau
GTA356,Red,Mazda,DEMIO,2008,Hatchback,2/5/2024,Wellington
GTA773,Silver,Toyota,ESTIMA,2004,Stationwagon,4/3/2024,Waitemata
GTB74,Gold,Skoda,OCTAVIA,2013,Saloon,4/25/2024,Eastern
GTJ56,Black,BMW,X5,2004,Stationwagon,3/21/2024,Eastern
GTJ570,Grey,Mazda,MPV,2005,Stationwagon,4/1/2024,Northland
GTL108,Silver,Toyota,ESTIMA,2000,Stationwagon,11/19/2023,Auckland City
GTL30,Grey,BMW,320I,2005,Saloon,4/5/2024,Canterbury
GTM447,Brown,Chevrolet,CORVETTE,1985,Sports Car,4/15/2024,Wellington
GTP182,Silver,Toyota,ESTIMA,2005,Stationwagon,4/22/2024,Bay of Plenty
GTR785,Black,Holden,COMMODORE,2013,Stationwagon,11/26/2023,Eastern
GTY274,Black,Holden,CAPTIVA,2013,Stationwagon,11/25/2023,Wellington
GTY479,White,Mitsubishi,LANCER,2005,Saloon,4/11/2024,Waitemata
GUB801,White,Toyota,HILUX,2013,Utility,4/18/2024,Bay of Plenty
GUC442,Silver,BMW,325I,2005,Saloon,1/8/2024,Central
GUC491,Silver,Nissan,TIIDA,2004,Hatchback,4/4/2024,Waikato
GUC491,Silver,Nissan,TIIDA,2004,Hatchback,4/9/2024,Waikato
GUL365,White,Mazda,BOUNTY,2003,Utility,3/8/2024,Wellington
GUL512,Grey,Suzuki,SWIFT,2005,Hatchback,1/18/2024,Canterbury
GUL593,White,BMW,320D,2013,Saloon,4/19/2024,Counties/Manukau
GUN375,Silver,Subaru,LEGACY,2002,Saloon,11/23/2023,Canterbury
GUR167,Grey,Mitsubishi,COLT,2007,Hatchback,5/2/2024,Waikato
GUR491,Silver,Suzuki,APV,2013,Light Van,2/29/2024,Auckland City
GUU60,White,Mazda,ATENZA,2008,Saloon,11/30/2023,Auckland City
GUU742,Silver,Honda,STREAM,2004,Stationwagon,3/23/2024,Northland
GUY249,Black,Volkswagen,GOLF,2013,Hatchback,5/4/2024,Counties/Manukau
GV2172,Black,Mazda,AXELA,2007,Hatchback,11/27/2023,Waitemata
GV2173,Green,Toyota,HIACE,1996,Light Van,11/28/2023,Wellington
GV2174,White,Holden,COMMODORE,2013,Saloon,11/20/2023,Counties/Manukau
GV2178,Red,Mazda,BOUNTY,2004,Utility,12/3/2023,Canterbury
GV2181,Silver,Nissan,SKYLINE,1996,Saloon,12/26/2023,Auckland City
GV2183,Blue,BYD,ATTO 3,2023,Stationwagon,12/10/2023,Waikato
GV2188,Black,Jeep,PATRIOT,2011,Stationwagon,1/27/2024,Bay of Plenty
GV2189,Red,Mazda,CX-5,2012,Stationwagon,1/16/2024,Northland
GV2190,Red,Ford,FALCON,2013,Saloon,12/24/2023,Wellington
GV2191,Silver,Volkswagen,AMAROK,2017,Utility,2/2/2024,Counties/Manukau
GV2194,Silver,Nissan,SKYLINE,2010,Saloon,12/26/2023,Counties/Manukau
GV2197,White,Hyundai,SANTA FE,2014,Stationwagon,2/17/2024,Waitemata
GV2199,Black,Nissan,NAVARA,2008,Utility,1/7/2024,Waitemata
GV2201,Silver,Toyota,LANDCRUISER,1992,Stationwagon,2/6/2024,Canterbury
GV2202,Silver,Honda,INTEGRA,2004,Hatchback,3/2/2024,Counties/Manukau
GV2203,Red,Toyota,LANDCRUISER,1998,Stationwagon,3/18/2024,Waitemata
GV2204,Silver,Nissan,SKYLINE,2008,Saloon,11/27/2023,Counties/Manukau
GV2205,White,Holden,RODEO 4X2,2008,Utility,1/28/2024,Wellington
GV2206,White,Toyota,ALTEZZA,2001,Saloon,4/1/2024,Wellington
GV2207,White,Subaru,IMPREZA,1998,Saloon,2/11/2024,Counties/Manukau
GV2208,Brown,Mitsubishi,OUTLANDER,2015,Stationwagon,3/19/2024,Waikato
GV2211,Blue,Ford,MUSTANG,2020,Sports Car,3/5/2024,Eastern
GWA150,Blue,Mazda,BOUNTY,2002,Utility,5/3/2024,Canterbury
GWA525,White,Toyota,CAMRY,2013,Saloon,4/28/2024,Counties/Manukau
GWB220,Silver,Mercedes-Benz,ML,2010,Stationwagon,12/10/2023,Bay of Plenty
GWD635,White,Toyota,DYNA,2006,Flat Deck Truck,5/4/2024,Waitemata
GWM641,White,Mitsubishi,PAJERO,2004,Stationwagon,1/5/2024,Waikato
GWM852,Blue,Holden,CRUZE,2009,Saloon,5/8/2024,Waikato
GWN420,White,Toyota,MARKX,2005,Saloon,3/30/2024,Canterbury
GWR137,Silver,Holden,RODEO 4X2,2008,Utility,1/1/2024,Waikato
GWT521,Orange,Mitsubishi,OUTLANDER,2013,Stationwagon,3/8/2024,Eastern
GWU613,White,Mitsubishi,L300,2013,Light Van,5/9/2024,Waitemata
GWW857,Red,Honda,MOBILIO,2004,Hatchback,5/13/2024,Central
GYA661,Blue,Mazda,DEMIO,2006,Hatchback,4/23/2024,Waitemata
GYA71,Grey,Mazda,CX-5,2013,Stationwagon,3/2/2024,Counties/Manukau
GYB474,Red,Mazda,MPV,2006,Stationwagon,1/22/2024,Counties/Manukau
GYB500,White,Ford,FALCON UTE,2007,Utility,5/5/2024,Southern
GYC363,Black,Ford,RANGER,2013,Utility,3/11/2024,Northland
GYC994,White,Ford,RANGER,2010,Utility,3/26/2024,Northland
GYH915,White,Nissan,NAVARA,2013,Cab and Chassis Only,12/11/2023,Northland
GYJ637,Silver,Holden,BARINA,2010,Hatchback,12/2/2023,Counties/Manukau
GYK6,Cream,Isuzu,D-MAX,2013,Utility,4/16/2024,Waikato
GYR684,Black,Audi,TT,2003,Sports Car,11/29/2023,Waikato
GYU122,Silver,Mazda,BT-50,2013,Utility,11/20/2023,Bay of Plenty
GYW326,Grey,Honda,STREAM,2006,Stationwagon,5/14/2024,Counties/Manukau
GZA63,Silver,Mazda,DEMIO,2004,Hatchback,4/22/2024,Waitemata
GZC700,White,Toyota,COROLLA,2013,Hatchback,12/5/2023,Counties/Manukau
GZG92,Blue,Toyota,MARKX,2004,Saloon,11/30/2023,Counties/Manukau
GZJ344,Black,Great Wall,V240,2013,Utility,5/8/2024,Eastern
GZN585,Silver,Honda,CIVIC,2004,Saloon,4/10/2024,Canterbury
GZP792,Black,Toyota,HIGHLANDER,2013,Stationwagon,2/13/2024,Counties/Manukau
GZQ832,Silver,Toyota,CALDINA,2006,Stationwagon,1/11/2024,Waitemata
GZT70,Black,Ford,RANGER,2013,Utility,2/23/2024,Counties/Manukau
GZW863,Silver,Nissan,TIIDA,2005,Hatchback,3/7/2024,Waitemata
GZY573,White,Mazda,DEMIO,2007,Hatchback,4/15/2024,Counties/Manukau
H0NE5T,White,Toyota,PRIUS,2015,Hatchback,5/3/2024,Canterbury
H123U,Silver,Trailer,DOMESTIC TRAILER,2006,Trailer,11/28/2023,Wellington
H172U,Blue,Trailer,HOMEBUILT,1997,Trailer,4/28/2024,Canterbury
H210G,White,Trailer,2HSL-W,2008,Trailer,1/17/2024,Waitemata
H398J,Silver,Trailer,STABI 509,2006,Boat Trailer,2/10/2024,Auckland City
H513G,Red,Briford,10X5,2006,Trailer,2/19/2024,Canterbury
H665E,Red,Homebuilt,TRAILER,2006,Trailer,5/5/2024,Counties/Manukau
H757R,Silver,Trailer,HOMEBUILT,2006,Trailer,1/4/2024,Central
H7838,White,Liteweight,VAGABOND 450 MK2,1990,Caravan,2/16/2024,Counties/Manukau
H8096,Green,Homebuilt,2100 O'LEARY,1990,Trailer,3/22/2024,Central
HAA882,Black,Mitsubishi,LANCER,1999,Saloon,4/1/2024,Waitemata
HAB371,Gold,Subaru,FORESTER,2005,Stationwagon,4/29/2024,Canterbury
HAC757,White,Subaru,LEGACY,2002,Stationwagon,4/15/2024,Wellington
HAJ31,Blue,Toyota,COROLLA,1997,Hatchback,4/5/2024,Waitemata
HAK358,Silver,Nissan,X-TRAIL,2008,Stationwagon,4/6/2024,Northland
HAL245,Black,Suzuki,SWIFT,2004,Hatchback,3/1/2024,Bay of Plenty
HAN242,Brown,Ford,FALCON,2013,Saloon,4/23/2024,Canterbury
HAQ220,White,Nissan,NAVARA,2013,Utility,4/3/2024,Waikato
HAS482,Red,Honda,ELYSION,2004,Stationwagon,12/16/2023,Counties/Manukau
HAZ260,Grey,BMW,320D,2010,Saloon,2/24/2024,Eastern
HAZ70,Silver,Mazda,ATENZA,2006,Saloon,4/14/2024,Central
HBA230,Blue,Ford,COURIER,2004,Utility,3/23/2024,Waikato
HBB468,Gold,Nissan,TIIDA,2005,Saloon,2/19/2024,Auckland City
HBE269,White,BMW,325I,2006,Saloon,4/1/2024,Canterbury
HBF168,Blue,Suzuki,SPLASH,2013,Hatchback,4/17/2024,Waitemata
HBF266,White,Ford,RANGER,2013,Utility,4/30/2024,Counties/Manukau
HBF392,White,Mazda,ATENZA,2005,Saloon,1/24/2024,Counties/Manukau
HBG555,Black,BMW,320I,2013,Saloon,1/21/2024,Counties/Manukau
HBK161,Silver,FOTON,TUNLAND,2013,Utility,11/30/2023,Bay of Plenty
HBL95,Silver,Honda,CIVIC,2006,Saloon,1/18/2024,Bay of Plenty
HBM979,Silver,Ford,COURIER,2004,Utility,5/7/2024,Eastern
HBT576,Green,Holden,COMMODORE,2003,Stationwagon,2/19/2024,Wellington
HBW35,White,Mitsubishi,TRITON,2013,Utility,3/16/2024,Bay of Plenty
HBW922,Silver,Toyota,CALDINA,2005,Stationwagon,1/31/2024,Bay of Plenty
HBY597,White,Mazda,MAZDA6,2013,Saloon,11/23/2023,Counties/Manukau
HCC135,Black,Mazda,ATENZA,2006,Saloon,4/17/2024,Canterbury
HCC339,White,Nissan,VANETTE,2001,Light Van,12/8/2023,Canterbury
HCD302,Red,Mazda,ATENZA,2006,Hatchback,3/4/2024,Waikato
HCD86,Grey,Mercedes-Benz,C,2013,Saloon,12/28/2023,Counties/Manukau
HCD896,Grey,Suzuki,SWIFT,2007,Hatchback,2/11/2024,Counties/Manukau
HCF777,White,Ford,TRANSIT,2010,Service Coach,12/5/2023,Auckland City
HCL430,Grey,Toyota,HILUX,2013,Utility,4/28/2024,Northland
HCM870,Green,Mazda,BOUNTY,2002,Utility,12/3/2023,Northland
HCR119,Silver,Nissan,NAVARA,2010,Utility,3/11/2024,Waitemata
HCS494,Brown,Nissan,TIIDA,2005,Hatchback,3/31/2024,Bay of Plenty
HCS494,Brown,Nissan,TIIDA,2005,Hatchback,3/31/2024,Bay of Plenty
HCU289,Silver,Toyota,ALLEX,2006,Hatchback,4/25/2024,Auckland City
HDC159,Black,Audi,A4,2013,Saloon,3/22/2024,Wellington
HDC845,Grey,Mitsubishi,OUTLANDER,2006,Stationwagon,2/3/2024,Auckland City
HDD575,Grey,Mitsubishi,OUTLANDER,2005,Stationwagon,2/10/2024,Counties/Manukau
HDD80,Black,Mitsubishi,TRITON,2003,Utility,5/4/2024,Waikato
HDE489,Black,Mazda,ATENZA,2006,Saloon,12/11/2023,Counties/Manukau
HDE714,White,Mercedes-Benz,E350,2006,Saloon,3/25/2024,Counties/Manukau
HDE814,Blue,Toyota,COROLLA,2013,Stationwagon,4/16/2024,Canterbury
HDE963,Silver,Nissan,WINGROAD,2006,Stationwagon,5/4/2024,Eastern
HDK315,White,Holden,CAPTIVA,2013,Stationwagon,3/24/2024,Bay of Plenty
HDK766,White,Ford,COURIER,2006,Utility,12/10/2023,Bay of Plenty
HDM556,Brown,Ford,FOCUS,2013,Hatchback,4/17/2024,Wellington
HDN764,Silver,Subaru,LEGACY,2004,Stationwagon,1/15/2024,Canterbury
HDP963,Blue,Mazda,DEMIO,2008,Stationwagon,5/12/2024,Wellington
HDS243,Black,Nissan,BLUEBIRD,2006,Saloon,4/6/2024,Waikato
HDT603,Gold,Nissan,BLUEBIRD,2004,Saloon,5/14/2024,Counties/Manukau
HDZ433,Black,Suzuki,SWIFT,2005,Hatchback,4/2/2024,Counties/Manukau
HEC47,Brown,Nissan,DUALIS,2007,Stationwagon,4/5/2024,Counties/Manukau
HEJ225,Gold,Nissan,TIIDA,2005,Hatchback,11/26/2023,Bay of Plenty
HEKTK,Silver,Mercedes-Benz,CLA45,2014,Saloon,5/12/2024,Waitemata
HEM446,Silver,Nissan,ELGRAND,2004,Stationwagon,2/11/2024,Canterbury
HER87,Blue,Nissan,LAFESTA,2005,Stationwagon,3/11/2024,Counties/Manukau
HEU5,Silver,Nissan,TIIDA,2005,Saloon,5/10/2024,Waikato
HFC793,White,Toyota,CAMRY,2014,Saloon,3/8/2024,Counties/Manukau
HFE658,Brown,Holden,VX COMMODORE,2001,Saloon,3/24/2024,Central
HFF692,Red,BMW,320I,2006,Saloon,3/24/2024,Counties/Manukau
HFG436,White,Mazda,BOUNTY,2001,Utility,3/14/2024,Waikato
HFH129,Silver,Mitsubishi,DELICA,2003,Stationwagon,1/13/2024,Counties/Manukau
HFM445,Black,Nissan,TEANA,2004,Saloon,3/28/2024,Waitemata
HFN180,Grey,Volvo,C30,2008,Hatchback,1/21/2024,Northland
HFP458,Grey,Nissan,NAVARA,2010,Utility,2/4/2024,Bay of Plenty
HFU249,Orange,Toyota,HIACE,2002,Light Van,4/26/2024,Wellington
HFY801,Red,Toyota,AVENSIS,2005,Stationwagon,5/8/2024,Waikato
HGA381,Blue,Honda,FIT,2004,Hatchback,5/14/2024,Waitemata
HGF775,Silver,Nissan,NAVARA,2014,Utility,1/27/2024,Counties/Manukau
HGJ43,Red,Ford,RANGER,2014,Utility,11/25/2023,Eastern
HGK526,Black,Toyota,HIGHLANDER,2014,Stationwagon,1/30/2024,Waikato
HGQ745,Gold,Subaru,LEGACY,2007,Saloon,11/27/2023,Counties/Manukau
HGS835,Gold,Toyota,PREMIO,2005,Saloon,11/23/2023,Northland
HGT62,Silver,Toyota,VITZ,2008,Hatchback,4/16/2024,Eastern
HGW111,Red,Mazda,DEMIO,2004,Stationwagon,2/4/2024,Waikato
HGY721,Brown,Toyota,LANDCRUISER PRADO,2014,Stationwagon,3/16/2024,Auckland City
HGY744,White,Toyota,COROLLA,2014,Stationwagon,5/16/2024,Bay of Plenty
HGY868,Gold,Nissan,TIIDA,2005,Hatchback,1/9/2024,Canterbury
HHC455,,,,0,,12/1/2023,Counties/Manukau
HHD995,Silver,Suzuki,SWIFT,2005,Hatchback,1/18/2024,Auckland City
HHF168,Red,Toyota,CALDINA,2004,Stationwagon,2/11/2024,Canterbury
HHG486,Grey,Mitsubishi,ASX,2014,Stationwagon,3/10/2024,Auckland City
HHL926,White,Ford,RANGER,2014,Utility,1/14/2024,Eastern
HHT233,White,Isuzu,FORWARD,2006,Other Truck,3/4/2024,Waitemata
HHW359,White,Honda,INTEGRA,2004,Hatchback,1/5/2024,Auckland City
HHZ482,Black,Toyota,VITZ,2005,Hatchback,5/4/2024,Counties/Manukau
HJA353,Blue,Mazda,ATENZA,2006,Stationwagon,1/13/2024,Wellington
HJF785,Red,Mitsubishi,L200,1997,Utility,3/25/2024,Waikato
HJH327,Grey,Holden,CRUZE,2014,Stationwagon,5/5/2024,Waikato
